address,PERIODIC_EXECUTION_score,PERIODIC_EXECUTION_support_n,PERIODIC_EXECUTION_state,PERIODIC_EXECUTION_reasons,SCRIPT_TEMPLATE_REPETITION_score,SCRIPT_TEMPLATE_REPETITION_support_n,SCRIPT_TEMPLATE_REPETITION_state,SCRIPT_TEMPLATE_REPETITION_reasons,BATCH_DISTRIBUTION_score,BATCH_DISTRIBUTION_support_n,BATCH_DISTRIBUTION_state,BATCH_DISTRIBUTION_reasons,FAN_IN_COLLECTION_score,FAN_IN_COLLECTION_support_n,FAN_IN_COLLECTION_state,FAN_IN_COLLECTION_reasons,CELL_CONSOLIDATION_score,CELL_CONSOLIDATION_support_n,CELL_CONSOLIDATION_state,CELL_CONSOLIDATION_reasons,CELL_FRAGMENTATION_score,CELL_FRAGMENTATION_support_n,CELL_FRAGMENTATION_state,CELL_FRAGMENTATION_reasons,ROUND_TRIP_score,ROUND_TRIP_support_n,ROUND_TRIP_state,ROUND_TRIP_reasons,IRREGULAR_ACTIVITY_score,IRREGULAR_ACTIVITY_support_n,IRREGULAR_ACTIVITY_state,IRREGULAR_ACTIVITY_reasons,DAO_ACTIVITY_score,DAO_ACTIVITY_support_n,DAO_ACTIVITY_state,DAO_ACTIVITY_reasons,top_archetype,top_score,is_scripted,touches_cellbase_directly,n_cellbase_inputs_direct,n_tx_in_window
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfrylux2xrmpnzgkwzs8u9cjgq5cy6lqusc94mes,0.09403184918929645,3,OK,,0.3628472222222222,2,OK,SINGLE_LOCK_SCRIPT,0.0894193818527839,3,OK,,0.3094881948556562,2,OK,,0.3965076381905824,2,OK,FEW_DISTINCT_SOURCES,0.14564283835939387,2,OK,FEW_DISTINCT_DESTINATIONS,0.3332316911255782,3,OK,NEAR_ZERO_NET_FLOW,0.664482090822557,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.664482090822557,False,False,0.0,1296
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs5vasvpjrtmhvt7s89f479c3dupy3xfc7dzv9s,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs65nfxwjwhd2q8t9vpan08q7tr76pugseqqmtp,0.12920547052010434,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.29407285859722054,2,OK,,0.44308243782576173,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5584521106146608,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5584521106146608,False,False,0.0,396
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd,0.06731719367543604,3,OK,,0.4268292682926829,2,OK,SINGLE_LOCK_SCRIPT,0.20529056551023095,3,OK,MANY_DISTINCT_RECIPIENTS,0.015162949443001138,2,OK,MANY_DISTINCT_SENDERS,0.008130081300813,2,OK,,0.14279892397782473,2,OK,,0.31645293270093455,3,OK,NEAR_ZERO_NET_FLOW,0.7868173723811356,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.7868173723811356,False,False,0.0,123
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6k9ygrwtdrn828l4a04ns9fnes960jg3x8k26,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.5,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,1.0,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_FRAGMENTATION,1.0,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs7v5u87mvk9zdyhmg3ua0aduh4zfw3fsgsfkel,0.16151544657700828,2,OK,,0.44999999999999996,2,OK,SINGLE_LOCK_SCRIPT,0.3585960804383546,3,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.49174535798564095,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.4877574705236948,4,OK,HIGH_INTERVAL_VARIANCE,0.0,1,OK,,CELL_FRAGMENTATION,0.49174535798564095,False,False,0.0,5
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfsajumlzs2pjvtz0xxg42llw5px435u3gxmlwuc,0.057001370898819105,3,OK,,0.455607476635514,2,OK,SINGLE_LOCK_SCRIPT,0.591028641856522,3,OK,FANOUT_DOMINANT_SHAPE;MANY_DISTINCT_RECIPIENTS;EVEN_CAPACITY_SPREAD,0.025899469553635254,2,OK,MANY_DISTINCT_SENDERS,0.014018691588785,2,OK,,0.3037383177570093,2,OK,1_TO_N_SHAPE,0.5494213445271501,3,OK,HIGH_RECIPROCITY_CELL;HIGH_RECIPROCITY_LEGACY_EDGES;NEAR_ZERO_NET_FLOW,0.8310133487820393,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.8310133487820393,False,False,0.0,107
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfsq8jqye7jzl6krc66gkd3lch36mxyhts00xst4,0.6185314919331595,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5056748512708733,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,PERIODIC_EXECUTION,0.6185314919331595,False,False,0.0,662
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfsu2mrnwlnau7687z605999cuqgmzkyqs0u3985,0.14462154327775545,2,OK,,0.49766355140186913,1,OK,SINGLE_LOCK_SCRIPT,0.16822429906542055,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.3364485981308411,2,OK,FEW_DISTINCT_DESTINATIONS,0.0,3,OK,,0.7122412537701045,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.7122412537701045,False,False,0.0,107
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqft980n0alva2vjmkca85wujt5vhtwgzpgqczv9a,0.5850031742238118,3,OK,,0.40909090909090906,2,OK,SINGLE_LOCK_SCRIPT,0.05955772197100875,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0745068724220668,2,OK,FEW_DISTINCT_DESTINATIONS,0.5896795701664636,3,OK,HIGH_RECIPROCITY_CELL;HIGH_RECIPROCITY_LEGACY_EDGES;NEAR_ZERO_NET_FLOW,0.5302431780155047,4,OK,HIGH_INTERVAL_VARIANCE,0.0,1,OK,,ROUND_TRIP,0.5896795701664636,False,False,0.0,11
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftd47h3v4gg75m5w3amn3t9f3jqwe4xgqg9r36q,,0,INSUFFICIENT_EVIDENCE,,0.5,2,OK,SINGLE_LOCK_SCRIPT,0.16666666666666666,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.3333333333333333,2,OK,FEW_DISTINCT_DESTINATIONS,0.9999999999998281,1,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,ROUND_TRIP,0.9999999999998281,False,False,0.0,3
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftm2xn4dlczysw0q2x5alw2v7ur2le8gs8h3teh,0.1211628461482948,3,OK,,0.376984126984127,2,OK,SINGLE_LOCK_SCRIPT,0.295015742688154,3,OK,FANOUT_DOMINANT_SHAPE,0.2925169175464416,2,OK,,0.4407380863028741,2,OK,FEW_DISTINCT_SOURCES,0.41195598773047526,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5701064605654581,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5701064605654581,False,False,0.0,189
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftut643fj67jhgc0u2h4m3ggtt290vqmqxqpkju,0.41791366984001277,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.29407285859722054,2,OK,,0.44308243782576173,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5409749122443661,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5409749122443661,False,False,0.0,390
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfu77q0whtmthcu45dm9l326da8rasmh6g8t7pw9,0.3742002904869069,2,OK,,0.46875,1,OK,SINGLE_LOCK_SCRIPT,0.3125,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.625,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.0,3,OK,,0.4034799289804356,4,OK,,0.0,1,OK,,CELL_FRAGMENTATION,0.625,False,False,0.0,8
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfuss90srspr49ftd2x22zn2zcpthn727gp7z3wq,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfuwj6lqq2hhe8qqm3m5z2xacjjyuy73yqwgnm2m,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.29407285859722054,2,OK,,0.44308243782576173,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_CONSOLIDATION,0.44308243782576173,False,False,0.0,2
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfvfcxm03q9xmn3fy68s9rxp0y5lfqfvjgmmtw0p,0.554796243230757,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.27203642929861027,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.44308243782576173,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5761099140526833,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5761099140526833,False,False,0.0,204
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfvq4dqqh8vq032qx3lxaltkffqvxfe8ts4jur9h,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwcjzujntvxpmcjmpt4r6pd4mvxu89k4sr3244x,0.23763041040892008,3,OK,,0.363095238095238,2,OK,SINGLE_LOCK_SCRIPT,0.28712231729419674,3,OK,,0.004667823152336812,2,OK,,0.007033054568662852,2,OK,FEW_DISTINCT_SOURCES,0.3739056732498878,2,OK,,0.30539827134825065,3,OK,NEAR_ZERO_NET_FLOW,0.819933347125548,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.819933347125548,False,False,0.0,126
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwru8wpcx969py0vrrf29ckn928nz26csz7pvxw,0.09567102548402284,3,OK,,0.38028169014084506,2,OK,SINGLE_LOCK_SCRIPT,0.2889407369607403,3,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.4155594574526543,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.30441572619231344,3,OK,NEAR_ZERO_NET_FLOW,0.831968847652772,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.831968847652772,False,False,0.0,71
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfx7c8l89wcf42vxgajjke9zdt7myeqrdqj6mqm6,0.0,3,OK,,0.6513157894736843,2,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.6411271367822765,3,OK,FANOUT_DOMINANT_SHAPE;MANY_DISTINCT_RECIPIENTS,0.0,2,OK,,0.0,2,OK,,0.4342105263157895,2,OK,1_TO_N_SHAPE,0.33183801154134357,3,OK,NEAR_ZERO_NET_FLOW,0.642295609478027,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.642295609478027,False,False,0.0,38
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxgd9zxl6czs4s3kzr55letennz2l3yjqpt8r79,0.430973333688013,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.3369062540265612,3,OK,,0.28830672411492203,2,OK,,0.4343945468880016,2,OK,FEW_DISTINCT_SOURCES,0.40978779832136747,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6182932439066372,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6182932439066372,False,False,0.0,102
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxqhntpalmhxqf2dls2ak9tq52pclnals5mtv4z,0.5152090095908411,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5850806847014813,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5850806847014813,False,False,0.0,736
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxqr07vgqlgcke2waa8llnuc6e6fmqxdgpe06nl,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxutf5s83ww7s33j2tyc98k7gzr5588vs3kzqs7,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfy9jh56guwkukqsxa6anu49vsyrs07j4qa7y0x8,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfyj5nenrx8y7mcrg2zdhqtyet4xegysfc3xyemf,0.0,3,OK,,0.38268927444794953,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.2880429734840283,2,OK,,0.4339971512457382,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3331676948379661,3,OK,NEAR_ZERO_NET_FLOW,0.6867104659373361,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6867104659373361,False,False,0.0,1268
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfylyx957e0g3kyjua0fed5gzzj4s2s9qsxafn7t,0.20271346123850828,3,OK,,0.75,2,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,MANY_DISTINCT_RECIPIENTS,0.0,2,OK,MANY_DISTINCT_SENDERS,0.0,2,OK,,0.0,2,OK,,0.25320559089755507,3,OK,HIGH_RECIPROCITY_CELL;HIGH_RECIPROCITY_LEGACY_EDGES,0.5962115674094433,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5962115674094433,True,False,0.0,22
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfz9rdwxs84saj8xcknrclsf4a9r7qk3hqqsv05e,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,VARIED_TIME_OF_DAY,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfza43g58rzyhcd8j6nav9c7cgefmwfgsq34yn7t,0.028304287259447707,3,OK,,0.4639874739039666,2,OK,SINGLE_LOCK_SCRIPT,0.07723790059417744,3,OK,,0.19945128487471364,2,OK,MANY_DISTINCT_SENDERS,0.13524016889353824,2,OK,,0.1258021117835148,2,OK,FEW_DISTINCT_DESTINATIONS,0.33234390943411585,3,OK,NEAR_ZERO_NET_FLOW,0.8189140450319019,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.8189140450319019,False,False,0.0,1437
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzgxljyv0d2hezcfypqscs5zy3kn7jhnqvv0xt6,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,ROUND_TRIP,0.3333333333333333,False,False,0.0,2
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzz2s8jscd5wm0faglpyxl5w3t8fyk69gthp4j7,0.0829141146977167,3,OK,,0.64453125,2,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.07651024574023414,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.12461693563849549,2,OK,FEW_DISTINCT_DESTINATIONS,0.9924295577040341,3,OK,HIGH_RECIPROCITY_CELL;HIGH_RECIPROCITY_LEGACY_EDGES;NEAR_ZERO_NET_FLOW,0.735305689734246,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,ROUND_TRIP,0.9924295577040341,False,False,0.0,64
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzzknutrncp6fupm6596sgyh5r0946rpsu6mkpk,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,ROUND_TRIP,0.3333333333333333,False,False,0.0,2
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0fsmjwhnshsqzsayprx9f7w0jwkn5zyqcrdluc,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.5,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,1.0,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_FRAGMENTATION,1.0,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0prwcywrcc744qq5veu4upkur4665dlgr6003x,0.17144957713906053,3,OK,,0.3878361858190709,2,OK,SINGLE_LOCK_SCRIPT,0.3243810080854471,3,OK,,0.0017229046875250895,2,OK,,0.0017987360063331749,2,OK,,0.38273579207521363,2,OK,FEW_DISTINCT_DESTINATIONS,0.2237284453855297,3,OK,,0.8351201387177216,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.8351201387177216,False,False,0.0,818
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0stashycnk0au3euckz46ucr9jnstf7sr3ejr0,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg234899dy86s85krenks2uxma9pz0thwsukch3x,0.4519295435362188,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6286468480146283,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6286468480146283,False,False,0.0,416
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg24w9uh6z7vg2mf48x5rq42t5aegfzxxsge2k2w,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg2fnljwt423kchx368x8xwstmkhx0k2agegvx0a,0.4400471153578827,2,OK,LOW_INTERVAL_VARIANCE,0.75,1,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.0,3,OK,,0.5240172061586792,4,OK,VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5240172061586792,True,False,0.0,130
