address,PERIODIC_EXECUTION_score,PERIODIC_EXECUTION_support_n,PERIODIC_EXECUTION_state,PERIODIC_EXECUTION_reasons,SCRIPT_TEMPLATE_REPETITION_score,SCRIPT_TEMPLATE_REPETITION_support_n,SCRIPT_TEMPLATE_REPETITION_state,SCRIPT_TEMPLATE_REPETITION_reasons,BATCH_DISTRIBUTION_score,BATCH_DISTRIBUTION_support_n,BATCH_DISTRIBUTION_state,BATCH_DISTRIBUTION_reasons,FAN_IN_COLLECTION_score,FAN_IN_COLLECTION_support_n,FAN_IN_COLLECTION_state,FAN_IN_COLLECTION_reasons,CELL_CONSOLIDATION_score,CELL_CONSOLIDATION_support_n,CELL_CONSOLIDATION_state,CELL_CONSOLIDATION_reasons,CELL_FRAGMENTATION_score,CELL_FRAGMENTATION_support_n,CELL_FRAGMENTATION_state,CELL_FRAGMENTATION_reasons,ROUND_TRIP_score,ROUND_TRIP_support_n,ROUND_TRIP_state,ROUND_TRIP_reasons,IRREGULAR_ACTIVITY_score,IRREGULAR_ACTIVITY_support_n,IRREGULAR_ACTIVITY_state,IRREGULAR_ACTIVITY_reasons,DAO_ACTIVITY_score,DAO_ACTIVITY_support_n,DAO_ACTIVITY_state,DAO_ACTIVITY_reasons,top_archetype,top_score,is_scripted,touches_cellbase_directly,n_cellbase_inputs_direct,n_tx_in_window
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq275zthc09tdzvgzlycvrl8p5n2ea2e7as0q8aes,0.6959644365282,2,OK,DOMINANT_1TO1_SHAPE,0.7045454545454546,1,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.0,3,OK,,0.5090485115435572,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,PERIODIC_EXECUTION,0.6959644365282,True,False,0.0,33
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq27hu6zh0dn2w848xsrkt3303mj79ym6fqdw7xqn,0.38568860415890993,2,OK,,0.7400662251655629,1,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.684258181278543,3,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.8087202907269371,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.003447873936300231,3,OK,,0.33196101095606567,4,OK,VARIED_DAY_OF_WEEK,0.0,1,OK,,CELL_FRAGMENTATION,0.8087202907269371,True,False,0.0,151
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq28mnlmvrj32s9m5vgk0r775zxtf2r2dusrj666v,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq28ps4hf8swzexa6ky8dp2q540tsrvz60qt2wtqk,0.2047295685164651,3,OK,,0.37153419593345655,2,OK,SINGLE_LOCK_SCRIPT,0.23150223783504253,3,OK,,0.2913549948393904,2,OK,,0.4389874060528804,2,OK,FEW_DISTINCT_SOURCES,0.245546612244222,2,OK,,0.33208920339282827,3,OK,NEAR_ZERO_NET_FLOW,0.8333175240157047,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.8333175240157047,False,False,0.0,541
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq298q6vfh7z6allgp2ty42k6yd49vap8ysn494ka,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.5,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,1.0,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_FRAGMENTATION,1.0,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq29kqmgkuplk5r7j3h8tjdex4cruvfzkfcmnttus,0.0592525068368277,3,OK,,0.2960346399270738,2,OK,SINGLE_LOCK_SCRIPT,0.19838572783854896,3,OK,,0.036993668629367725,2,OK,,0.05573872052867371,2,OK,FEW_DISTINCT_SOURCES,0.32312301755752904,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.9005033787606019,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.9005033787606019,False,False,0.0,2194
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2aauj9xs25kff4dlkgydl9zs7ytyx8lgs0w28r7,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2akxm0aqm8896a8ma4x7tsj0nugj4ldmg9egwhg,0.5966188787076089,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.27203642929861027,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.44308243782576173,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6080268085939193,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6080268085939193,False,False,0.0,804
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2avras5exc632a794vzxp4cflqny59w2g4ytdca,0.2979069876553428,3,OK,,0.3769035532994923,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.06525474599764285,2,OK,,0.09831996082283037,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5143862675435635,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5143862675435635,False,False,0.0,1379
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2avwaksfsgf3ths5hjh5sl4ema0pazc6q48umuh,0.2239537175490807,3,OK,,0.3774263120057513,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0634233339893358,2,OK,,0.0955605545274827,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,,0.33265207177079487,3,OK,NEAR_ZERO_NET_FLOW,0.5723413279553857,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5723413279553857,False,False,0.0,1391
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cdr6jzphx2r5y02rkrlh84f4aes20mcc4569tl,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.5,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,1.0,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_FRAGMENTATION,1.0,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cf62jx0mk0t2c2xdrgmy43rqumz8t0gsvd6jh7,0.10470341029297751,3,OK,,0.37419239052404885,2,OK,SINGLE_LOCK_SCRIPT,0.32706613421323893,3,OK,,0.2930173206984509,2,OK,,0.4414920486016922,2,OK,FEW_DISTINCT_SOURCES,0.40890526896389146,2,OK,FEW_DISTINCT_DESTINATIONS,0.3329469389744953,3,OK,NEAR_ZERO_NET_FLOW,0.5637556859197502,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5637556859197502,False,False,0.0,1393
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cq7k6zqqnna55dzwd32rxjkajthgqr2clgqu5w,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cte26209d9uf8efuawf7zykhdxhggjjsr8msdw,0.16538461538461538,3,OK,,0.37596153846153846,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0019600952604700104,2,OK,,0.0016884477614219336,2,OK,,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6422690634873149,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6422690634873149,False,False,0.0,780
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2czvm3xs4y353l9hfh4k8u0a5a3fpvwysp4mlc0,0.5978858315034788,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5239281676931585,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,PERIODIC_EXECUTION,0.5978858315034788,False,False,0.0,1430
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2dd47x6gyv9e8yydyzxkhu7h6d3ccjlec3aatnw,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e0epw8crx5qg3qz0v43fy5mql74jketq6hmau6,0.4802911976951079,3,OK,,0.4028662420382165,2,OK,SINGLE_LOCK_SCRIPT,0.32520005333166685,3,OK,,0.0,2,OK,,0.0,2,OK,,0.3574689719406884,2,OK,,0.37330699318721167,3,OK,,0.675254974082635,4,OK,VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.675254974082635,False,False,0.0,1413
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e7teagdtnarf320ckuekrnpcdc4uzpdscj99tg,0.43917760955373836,3,OK,,0.37734375000000003,2,OK,SINGLE_LOCK_SCRIPT,0.002671786359182733,3,OK,,0.01342931834279811,2,OK,MANY_DISTINCT_SENDERS,0.00910589912692692,2,OK,,0.004351702514360084,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.7179946765108638,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.7179946765108638,False,False,0.0,2240
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2efq967zf7uw4g2nazz6mwal8ehl3yfrgn5r9vq,0.3569725332797833,2,OK,,0.75,1,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.5,2,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,1.0,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.0,3,OK,,0.3303696661509974,4,OK,VARIED_DAY_OF_WEEK,0.0,1,OK,,CELL_FRAGMENTATION,1.0,True,False,0.0,180
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ejd8f7wnaln83fx7u8g5tr0sv8jpuwpqdfm05a,0.0,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.29407285859722054,2,OK,,0.44308243782576173,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.647089848236397,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.647089848236397,False,False,0.0,270
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2emn0uxk7ch03desrc0r0pc66ukaz6p8ghpddey,0.0,3,OK,,0.38363486842105265,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.28730144409004765,2,OK,,0.43287988169161584,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.333218434869819,3,OK,NEAR_ZERO_NET_FLOW,0.6870489102045296,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6870489102045296,False,False,0.0,1216
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2eqg5mtlwgsjzpwjel4kdtlyamfyflfwshadjmx,0.603828951369318,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5383293643920557,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,PERIODIC_EXECUTION,0.603828951369318,False,False,0.0,1408
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2euh7k90hhj7v75y8kjxlm0qgtg8pdxjqqktt4m,0.12242903590859759,3,OK,,0.7330188679245282,2,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.013316506804402403,2,OK,,0.02006411039210991,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.18225235064692655,3,OK,,0.5541970500300343,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5541970500300343,True,False,0.0,99
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2evwcurnqel0euyf4s2pgkut48dgp7fsg3tdhrk,0.10723446479809184,3,OK,,0.3770491803278688,2,OK,SINGLE_LOCK_SCRIPT,0.3208077965439322,3,OK,FANOUT_DOMINANT_SHAPE,0.2924659030857603,2,OK,,0.4406612223185171,2,OK,FEW_DISTINCT_SOURCES,0.412027075907823,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.33106526728614344,3,OK,NEAR_ZERO_NET_FLOW,0.5678828857535174,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.5678828857535174,False,False,0.0,183
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2fdtshag9h5z8q7qy6v4hu6lpzvejmg7sp9a6kf,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2fwvu3c3vnh3pnrnynrn3zqzmsu7shaxg5tcdyt,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2g7t7wtgqxq0528gsnsprw8adlz7mvpncn6cxdt,0.46853546090556436,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.02526820588346771,3,OK,,0.0,2,OK,MANY_DISTINCT_SENDERS,0.0,2,OK,,0.041155878612274245,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6565405429704866,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6565405429704866,False,False,0.0,1012
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gxfhv94tp8sc29c5xhsuttgk4hhpp2nq2mt7ff,0.24499232329659504,3,OK,,0.5319025522041764,2,OK,SINGLE_LOCK_SCRIPT,0.38585832276384474,3,OK,FANOUT_DOMINANT_SHAPE,0.0,2,OK,MANY_DISTINCT_SENDERS,0.0,2,OK,,0.6284711453769892,2,OK,1_TO_N_SHAPE;FEW_DISTINCT_DESTINATIONS,0.1083011717579964,3,OK,,0.8007305074701184,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.8007305074701184,False,False,0.0,1293
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gy9cran4y9nmyuvaqzpea2kvks63swwqlqlpl5,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.29407285859722054,2,OK,,0.44308243782576173,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,CELL_CONSOLIDATION,0.44308243782576173,False,False,0.0,2
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2h36kp26fly5n2huuc446dc3rzhunq2nsesxffv,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,2,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,1
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2hh36z6qmk3vjqha2lv9vykuxwexsaazqx40dhd,0.25702006165860275,3,OK,,0.5253510140405616,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.17616845195215708,2,OK,,0.26543472094398207,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3327047488273198,3,OK,NEAR_ZERO_NET_FLOW,0.4453763832966783,4,OK,VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.4453763832966783,False,False,0.0,1284
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2j02vr6g0w9839ptv6m6qr8r3ddzq2x3qjp5nuw,0.17500000998738044,3,OK,,0.37448559670781895,2,OK,SINGLE_LOCK_SCRIPT,0.3050948967954091,3,OK,,0.2924592901001164,2,OK,,0.440651258468693,2,OK,FEW_DISTINCT_SOURCES,0.40922567514122843,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.6099159260108131,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK;MIXED_TX_SHAPES,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6099159260108131,False,False,0.0,1458
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jrflqx0dneevp0v6ssznw8ry6aj8laxcuh9svs,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,,0,INSUFFICIENT_EVIDENCE,,0.0,1,OK,,ROUND_TRIP,0.3333333333333333,False,False,0.0,2
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k3fxq87k84uvjlx93f6kjgfllm0uasqge8xsjk,0.4697209038704468,3,OK,LOW_LIFETIME_VARIANCE,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,MANY_DISTINCT_SENDERS,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.706504692369785,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.706504692369785,False,False,0.0,144
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k7w0yl67ft05fyk4qrjfx3gfemp25pcsvpyj40,0.033094311403938814,3,OK,,0.7270992366412213,2,OK,DOMINANT_TX_SHAPE;SINGLE_LOCK_SCRIPT,0.01592070705818838,3,OK,,0.000813877425384647,2,OK,,0.0010427170440746797,2,OK,FEW_DISTINCT_SOURCES,0.02593103325697841,2,OK,FEW_DISTINCT_DESTINATIONS,0.33229258918096344,3,OK,NEAR_ZERO_NET_FLOW,0.6142382136084644,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,IRREGULAR_ACTIVITY,0.6142382136084644,True,False,0.0,146
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2knh0gfpas59yxcp9hhl6dl22tztaxtwg5e4yru,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ku65a3majew8emwdz60lvu64h6jx8lwsqh9wnz,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2kv9ul6hjx0yuw490vs9mn789uz6fv5rqgw9r8v,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,,,0,INSUFFICIENT_EVIDENCE,HIGH_INTERVAL_VARIANCE;VARIED_TIME_OF_DAY;VARIED_DAY_OF_WEEK,0.0,1,OK,,INSUFFICIENT_EVIDENCE,,False,False,0.0,0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2lfh4w2sguefdcw8fmehy5fpaenhehr9cped0e2,0.607048651845333,3,OK,,0.375,2,OK,SINGLE_LOCK_SCRIPT,0.0,3,OK,,0.0,2,OK,,0.0,2,OK,FEW_DISTINCT_SOURCES,0.0,2,OK,FEW_DISTINCT_DESTINATIONS,0.3333333333333333,3,OK,NEAR_ZERO_NET_FLOW,0.5066095279821051,4,OK,HIGH_INTERVAL_VARIANCE;VARIED_DAY_OF_WEEK,0.0,1,OK,,PERIODIC_EXECUTION,0.607048651845333,False,False,0.0,482
