address,cluster_id,cluster_confidence,cluster_label
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0pv054z4htt9f4da6kwftf7jewrsagsxgn7hpwf,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0q7j4qlaslzp5hhf78d6xyungvhetzy8cj9wr5a,0.0,0.9999999999999858,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0qk47rqhszdekuue524qgx8e5qq225w9s5qmjze,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r0uwh2anx2znsuqqda47yw7pyzxavsag3zwln3,0.0,0.9999999999996021,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r6u0pkm3j5lhvy5dlqe0wcppr4cftwacwfa6sd,0.0,0.9999999999963549,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r9y77vk0sjk3m5t8x2pgp5wlque28mvqetg3vj,0.0,0.999999999999865,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rgz8mcc9ws8vv0m33vx8jm9u68knrplqz0m628,0.0,0.9999999999990763,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rk5lgxzurkxdnq95zcra0lpyax9ja0rqqk8gaz,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rljzn0julrpp9l3fgmm9r9r4jz8rax7sgvagwh,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rrr3az2mu0ncjeqj26du5ymfhtq5l0gcv2rv08,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0s0kdxjtk6w92mphezmw02vgq8f9c3n2chrrtuk,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0s2sjs6vxhfxkk22fms3k3tt4c02c9jmc5y4vrm,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0sc9f6eqnjfm8tn35nxeqtnm43x6aljdqj45cke,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0she9la0u4z5zlwj3ckv25cvg6f2kjxmgw9vxx3,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0smcdjfuapeu9zuahwrsrtp4qetjgngpg5xr5fq,0.0,0.9999999999717488,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tc0g06xvj256jx3v9f7ffxsrtfd8zuhqr9cqcg,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tck2vsvttyzk8n8gngr95nqnlx6s5vycpj8w3k,0.0,0.9999999999990123,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tmqv9558dmffj72454pzkvfx5etm2rsg2jzelt,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tpsqq08mkay9ewrfrdwlcghv62qw704s93hhsj,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0u4j72c469enjkklngja9y4c94q6cqyks8c84uv,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0uddvtx7dvuxl3cyasr6820dwuslmvvnqa8qtus,0.0,0.9999999999958575,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vj3wagz8q49m3khkzum23dqwuhv5furgwqhs52,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vqkp4e093a5e6a2t3k08excpc3k74d0qpe0lt0,0.0,0.9999999999999929,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vyjg39dcl6hxdetwjsxdq5ufn94dm9yc6rdshs,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vzwrhe2aznrvkq00r477dpzmzdfptfvgt9xx9u,0.0,0.9999999999978542,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w5cger8gkfqrzly29erurag0yrmkx8vgk92dj4,0.0,0.9999999999997726,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w6cnm7hle7fxvua79nw2nelyyzemc8zcrphyge,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w7teyh77d48krwz2837wwejrppzw905cm588n0,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ww9n0ex40pmhtz6ltslng7rtl35w96nszujfva,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0x3yrv8qls62mqeylsvmzp5cqpmvy8quq7autul,0.0,0.9999999999999929,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xm5pnqls5mls030v7q9l2k5aksglcvjgge7vq8,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xtd3e8c9wcj8swd2swg90w95u6xt3zsqzdnx7r,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xz88g9vckq3vp47c4nakj2g7ugslm2acl45l9r,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0y6r5a4py64gccqrd77qvuhr8v3d2xfjcnrz45r,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0y9wlz9hgd8yt8rtckqxejvja2wtde45sxllrnv,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0yagawpkdal8gysxt2jymqx3te0znzm3gdefnjd,0.0,0.9999999997909441,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0z3cryxyjf4df3u2p4t4t2ujzhwa74wpga7me7t,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0z6aytm8n2hmlggs88jguhuekkk9zq8hgaew60w,0.0,0.9999999999998792,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0z6h6nlju0mcdp0ny0sx77tmu6j2700lqkdeakp,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0z799mwernws5tt7me85kr63jauldckkcpdyx4t,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0zf2s0pke9a2nul6vhurkanmft0nx57mcuqadmm,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq20gymh8hj0295y4sexft6t8u07c87txyg4y75m0,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq20u0ncxwckqw79c9f9kev5mlckwsmj8psnrz4u4,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq20y2fdrsxsg9d2ze0mnmjq9lyy3rdmdpq736f0p,0.0,0.9999999999744986,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq22vda73jzdlu3lf6luskzcjz7z5ksa58stp95p5,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq22xdj8q4jdql98qkdhnqzgrsk4nqyavdcratvu9,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq238c5e34lfkzag3r9mnzxkw2j5kv3dd9qm83gxr,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq23h24ts4fzu5nu799amfkhkc85t28qc8ghp5r90,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq23j637de7ulapxyn0h2kl2784uhrv6whg2708tp,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq247yrzkaul6mzgfrs74hr5t7q0l3ak8ugacfdq9,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq24lkhzx2ryev7m806kurrjtxtzpe9uqjcj0w087,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq24scr6mpupq6x6arqdwz5ufzfa8skkcccm8ryrr,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq258cy8km6ddpzdassg6ksjqjvdr3c0aeqavzlpd,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq258tee40n8kuyqgcleve2z46h0wacml4gmt9drn,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq25ekf709e7prrq548fkhmqdpr0lp56sjquw2a9v,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq25kj6kupzglv5kwcqh54mmm0vd830lt2quf2fvf,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq267kk27maadm0c09luxfqgfacyt70arugh7lh8k,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq26xzankvzzjswhy449c3y76vnmm8fngrcvqcl6s,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq270spcwvhxfszfmq9sh25v9sum044spls2uf332,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq275zthc09tdzvgzlycvrl8p5n2ea2e7as0q8aes,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq27hu6zh0dn2w848xsrkt3303mj79ym6fqdw7xqn,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq28mnlmvrj32s9m5vgk0r775zxtf2r2dusrj666v,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq28ps4hf8swzexa6ky8dp2q540tsrvz60qt2wtqk,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq298q6vfh7z6allgp2ty42k6yd49vap8ysn494ka,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq29kqmgkuplk5r7j3h8tjdex4cruvfzkfcmnttus,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2aauj9xs25kff4dlkgydl9zs7ytyx8lgs0w28r7,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2akxm0aqm8896a8ma4x7tsj0nugj4ldmg9egwhg,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2avras5exc632a794vzxp4cflqny59w2g4ytdca,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2avwaksfsgf3ths5hjh5sl4ema0pazc6q48umuh,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cdr6jzphx2r5y02rkrlh84f4aes20mcc4569tl,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cf62jx0mk0t2c2xdrgmy43rqumz8t0gsvd6jh7,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cq7k6zqqnna55dzwd32rxjkajthgqr2clgqu5w,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2cte26209d9uf8efuawf7zykhdxhggjjsr8msdw,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2czvm3xs4y353l9hfh4k8u0a5a3fpvwysp4mlc0,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2dd47x6gyv9e8yydyzxkhu7h6d3ccjlec3aatnw,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e0epw8crx5qg3qz0v43fy5mql74jketq6hmau6,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e7teagdtnarf320ckuekrnpcdc4uzpdscj99tg,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2efq967zf7uw4g2nazz6mwal8ehl3yfrgn5r9vq,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ejd8f7wnaln83fx7u8g5tr0sv8jpuwpqdfm05a,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2emn0uxk7ch03desrc0r0pc66ukaz6p8ghpddey,0.0,0.9999999999988773,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2eqg5mtlwgsjzpwjel4kdtlyamfyflfwshadjmx,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2euh7k90hhj7v75y8kjxlm0qgtg8pdxjqqktt4m,0.0,0.999999999999801,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2evwcurnqel0euyf4s2pgkut48dgp7fsg3tdhrk,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2fdtshag9h5z8q7qy6v4hu6lpzvejmg7sp9a6kf,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2fwvu3c3vnh3pnrnynrn3zqzmsu7shaxg5tcdyt,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2g7t7wtgqxq0528gsnsprw8adlz7mvpncn6cxdt,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gxfhv94tp8sc29c5xhsuttgk4hhpp2nq2mt7ff,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gy9cran4y9nmyuvaqzpea2kvks63swwqlqlpl5,0.0,0.9999999999487343,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2h36kp26fly5n2huuc446dc3rzhunq2nsesxffv,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2hh36z6qmk3vjqha2lv9vykuxwexsaazqx40dhd,0.0,0.999999999993058,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2j02vr6g0w9839ptv6m6qr8r3ddzq2x3qjp5nuw,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jrflqx0dneevp0v6ssznw8ry6aj8laxcuh9svs,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k3fxq87k84uvjlx93f6kjgfllm0uasqge8xsjk,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k7w0yl67ft05fyk4qrjfx3gfemp25pcsvpyj40,0.0,0.9999999999996945,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2knh0gfpas59yxcp9hhl6dl22tztaxtwg5e4yru,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ku65a3majew8emwdz60lvu64h6jx8lwsqh9wnz,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2kv9ul6hjx0yuw490vs9mn789uz6fv5rqgw9r8v,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2lfh4w2sguefdcw8fmehy5fpaenhehr9cped0e2,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2mj7v7ut0alqkx38qgu393dw8lafafq0qwnqaxs,0.0,0.999999999999936,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2mu7xj6mj90s8dxxnuqxyty72rg72ydzscwk9vf,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2n7pqmhqlygzfhe9y2pfegeeqzlgkvfkqkaaams,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ne4yj30svjzvvdcmd96qhfvepdx6pfcs09q7zl,0.0,0.9999999999998863,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nwlee8epequkd94qh3k5uymjqxgvfktgxl9jd3,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pgrf442dam0aa0l8gd2s8jlxfu7hha3c7hg4qq,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pnp7gglp8clvahem5mpf7wmr0pjk5krgf4lwf2,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qje0r5vg9pzmpz4uqt7fw32qvcp4a8cc7deems,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qjj3mqkrdhzuga2qfzf72ma38xhpsaasfj3trw,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qq5zmvacvrht6g5w35hgdg4mhcxcu5hgu2f8qe,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qtfq8zdd9rs86hslwh8j4h8qjk6r3e6s0k50ul,0.0,0.9999999999999929,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qxj6t4tvw89fzmw2m5j43n9glh7h2jzq90qw40,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2rsu67gzxhacdwpzfyc0gc5q9vgr6aztc6y5n8c,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2rv2ln77sfue9zmr4uemppw6e6cqch00sz7curl,0.0,0.9999999999998792,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2s6dygffm0ed03txsa3ca8npdpel05vqg5j9mgd,0.0,0.9999999999998579,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2sfv44lf5g89ha2q296zqm8savzcyqxlsulsx6f,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2stwwespmk3ffj7g7g7auauwvzcqrvf3g7mtxue,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2t6z8rc90g09yeh7t3nz2sfe72y20yzcg6jt76x,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2t9jypuuquc0tfdca5eugj6gk7v3dt0hq4r3hx9,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tq8vms882lepc8fk0aapfp0c9nh755xsdtnm3m,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uj8rfycz3s3h0m0h62fj8mvxluqr627s8j5led,0.0,0.9999999999994742,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ul0rt55hnp2e2nzzhfkep4xtc3l88rxqes83vq,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uq6ykas222qjhw4k6847guv3y8c7wvccalk3tf,0.0,0.9999999999998863,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uxysa465m2k0hxh4zefzd2k5j36dly3gxkjc57,0.0,0.9999999999999929,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2vfrwwa2h4ag878nn7935gzex40d9y7xcckkcz2,0.0,0.9999999999466938,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2vr8y8dws0jkz062k8vlpafpu8x9rucvcggdkr4,0.0,1.0,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2wctw0r06v9ecgf0w8wv33vfkkdp5em2gaet4lw,,,Outlier_Excluded
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2x2jxnym8qzdt7sn29pnlzwgneh80w3jszglw9k,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2xg8c6fulfw65ay5aqq99atj30ev84unssl4ska,1.0,1.0,low_out_hhi_cell+low_out_hhi
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2xy99vwcnnx0a2kj09tygzxtrpklg0jss32v93h,0.0,0.9999999998345075,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2y7pryn5grvyf8xlv8p0h9840xnpffflsgmrly9,,,Inactive
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2yg6kr7zvjzw0ts2j7qtkd6jzr2kq3g7sdh3azr,0.0,0.9999999999993818,high_in_counterparties_cell+high_in_counterparties
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2yr93x7eusaallmfayyemrlff66pd7v9s34kwg9,,,Outlier_Excluded
