cluster,membership_probability,representation,wallet
1,0.5891209845307339,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfklpav762duvc8cva7gnz89nzvksp6r3qeh6wvh
1,0.740583019283441,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfl7q5k0n22acsv662t7zmcw6rggs4ev8sft2wt3
1,0.552268246806354,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfl9ggysz7z4kfeslc6snf0ykm24kd9ujqrlxxfg
1,0.5843351050857292,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqflgd96hhegvt75t3admj08a2y88yv5mdqy6cqs0
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfn7k56km47p5javnrpw4ufny8gcyqjyxschyrkw
1,0.5972024852182598,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfplruvrt4qsh2vu7vla0uuk2pxvstfx6csgmzu5
1,0.5206024538078573,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfqqgdjzldwm3gcuxnclfscjda2lw7jruqjxyp93
1,0.8913089919997674,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfqr2l6rqllmnhtpzptgq9fnagsykcffxcpqmjuu
-1,0.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfrlamn0mk353jsutukulxcxyf8je85wwg5l5nnv
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfrmvt598cnr70mhtyt9afjg9yju7s0n6gw0e8d4
1,0.39133257848849307,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfrvc7cagn8h4g3harg8cwdfpq3sx7sxms2r27la
1,0.3776500001222572,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd
1,0.8001140103545442,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs7v5u87mvk9zdyhmg3ua0aduh4zfw3fsgsfkel
1,0.7223775500161924,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfsajumlzs2pjvtz0xxg42llw5px435u3gxmlwuc
1,0.37625656290019377,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqft980n0alva2vjmkca85wujt5vhtwgzpgqczv9a
1,0.7122713518775253,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftm2xn4dlczysw0q2x5alw2v7ur2le8gs8h3teh
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfu77q0whtmthcu45dm9l326da8rasmh6g8t7pw9
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfuwj6lqq2hhe8qqm3m5z2xacjjyuy73yqwgnm2m
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfvfcxm03q9xmn3fy68s9rxp0y5lfqfvjgmmtw0p
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwcjzujntvxpmcjmpt4r6pd4mvxu89k4sr3244x
1,0.6080748090620941,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwru8wpcx969py0vrrf29ckn928nz26csz7pvxw
1,0.2987514956706335,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfx7c8l89wcf42vxgajjke9zdt7myeqrdqj6mqm6
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxgd9zxl6czs4s3kzr55letennz2l3yjqpt8r79
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfylyx957e0g3kyjua0fed5gzzj4s2s9qsxafn7t
1,0.6845863817473503,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzgxljyv0d2hezcfypqscs5zy3kn7jhnqvv0xt6
1,0.4379227422450742,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzzknutrncp6fupm6596sgyh5r0946rpsu6mkpk
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0fsmjwhnshsqzsayprx9f7w0jwkn5zyqcrdluc
0,0.306587468957314,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0prwcywrcc744qq5veu4upkur4665dlgr6003x
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg24w9uh6z7vg2mf48x5rq42t5aegfzxxsge2k2w
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg2fnljwt423kchx368x8xwstmkhx0k2agegvx0a
0,0.26447211891964395,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg338aj4hnmutep9ufyd9yyuh3ju7rr8lq03fejn
1,0.5001617438685173,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg3xv33uywn6sjyvmnzckatkpke54mlx8srepf4g
1,0.5691350920444614,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg3y6k5gqrgjt54wzhxar4kys594v2s0vg2fpsmk
0,0.28646518205951216,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg40ucnf7tt8zvnje7xhatf3yllc8zh4pqq25wqh
1,0.7538968840086399,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg4cz7lvtz6anfw0uxkrxu8d0gxcfuww2gp702wk
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg4yg2m9jpx5efeu4q0vrp643gjmad37nqrk9glt
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg60za567aggkr4kdukm540wrujl4xn83g5sff6z
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg62egjmjcnvyrdl5z38esza6dgfxuy2xsy8gcsa
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg64upk25mkwaurfnz52t5wcm4hkw8ukgqdmqsjq
1,0.9133393344872599,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6agcch2m7k8lsh00nv05ztfmz0euvqkcfpz7ec
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6j932zy4ztkzmtpye2uhzsju5npw795s89dznx
1,0.37625656290019377,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg709r8jqauttpmkjv2x2jg3mtdwvqk7acc26w2j
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg8td6r2j7dwevxfd0c84lzn0j9dh0tkecqdrktc
1,0.37449571439944157,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg9q2e95dadfctdfsuq5e5na0nwh58v4jc6rkddw
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg9zt77ljsy79v237ska0mgf4zd50avq0cdx0vpw
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqga8fka44mj0qm9pz3zx8fh23cd9t7ye2qw4p9mm
0,0.31963849964182733,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgcls79s3gyaetwz3sm27r5gfjguywnh2cxxda76
1,0.7510270202136835,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqge57hkg6u3mc7jwh7emmu7pne7keyn2ccf79a2t
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgfkqygamtn953uq036rmprazg7rnkt67gdcyxxf
1,0.9716270301996928,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgg8w4ddafhudspnvc8aapvpek3rvmk33qqk5up2
1,0.9886309792485265,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggs86408ja7nsgdh0lz0cxafua6u0pq5cmvsxuu
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggszva8zt4sr9p97fwvrhfhzqf7p29u8s3z6m5z
0,0.31963849964182733,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgh8ejptxd3n05njryzm2vct7ew9jez6rs8uvuej
1,0.4379227422450742,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqghntjqmjfan28zcakl06kt5v5x6upxtdgnsclpd
1,0.7637450248851314,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgj3l4affhawvqru83788u58fphcrx2f8shd3h9l
1,0.43272276499006623,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgjr2xdh0zyc53jxpwsvwxq5x8y05rmytcewmqcv
1,0.4770708848781689,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgjuhrq84l5nk7ylhlcqpsa3yg974735rgy30uch
1,0.3294138746998059,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgk9kfuz7fchth20ksf8d2x3eqph9le6cqhenpf3
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkfsftjekwd5gtrpludsuaynmccg37mssm6hpt9
1,0.9116993690725029,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkfv8pzr5d26zcapqrd58ksc65w0qv8qqqp6xtc
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgl8p3tyd357ap33wygmdxur9xj2pft5dc5q6uz7
1,0.9969419430038344,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglrz80pqlcstnc89aw4dwr2av8spdc98sk7k0rz
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgmjsf5sg7y340mh52tdh8z4p4v2yryk6ggzyu8m
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgnhsvcls3zfj0jggg74nej0hxwmtzjjvcu09935
1,0.818252974979202,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgq74prpeqz7rlncvqz0j2gn4jxsg75ztggj7v7a
1,0.515266832224778,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgtjqt05crwkdrdnqjvvlckq8yy907z3xq8nhw6d
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgulzg2h44865y9svyw7s5390npefh3x9qrr8hc9
1,0.6706980577573227,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgvf6u2sgx8ud45x9dy6gqwl2rx5625w8g52tt66
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgvhdamaryxwum3rdm2pfpm2vzlmt3e0uq0cll7q
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgvmsa3c3ecl7edwqjvezvjcrwqs3ypy0gdesfvg
1,0.9945823199070808,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgvqj4l72jsc6mve69s24ggznk7vf09dpsgdszvp
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgvs5gksmvyjy2jl746vvnnq5a7nuey9hsz2uudd
1,0.7129672211563497,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgw7a8wtdmg4er900svtg4vqn27upcpq4cnd4g7v
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgwclc88er2n8s5d5cscywyshz8r3rwr9qla2lgd
1,0.38291123560906937,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgwfecefxhhy7jtetnnf835cc6pc4hup2g3047fh
0,0.243274569404957,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgwum3jcpnajgd4teaa2zezc99pwfl3sug4xfx7f
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgxe3ru50ecjjruz4tymv759ztsdff7lxq74umg9
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgyc38gxchqxq76zu6enhvgp5mdsgv8e7gzp680x
1,0.4891874731874385,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgygj0n7vv7vk6ejt4d23yp87v5fe5352sv3hvfw
1,0.3247674717043815,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgzgak4nyyfjzlcnx6lel86kkl9wmn8cmqg5mv52
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgzku5d6wp53s4ukledn8j8u3t9vjxt7ys9uu00a
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgzm5e3yf726rc70mkxfc2y2u4y3w27h6qeazjwx
1,0.814315752644035,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgzw9vj0prshmp4pm5jr0t8m4vwf353syqvqfm08
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt0ayt9cx3tfx3gdmm9vt4r46tj26aus5q6rpaqf
1,0.4088095240044417,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt2dw05dtsdwuhpd9klvtd8kywq7wmjd7c9zwp3d
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt2e7jpk20nyyyuwdqmvqk427ql2593nugpqd4pp
1,0.5294898511129348,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt2gnkqzr9sm0q9syuahhy9mgu9hx3r5pg74y4jz
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt2hf4pt58qrvnfk02tyhq2pe30t209xecsrj2fy
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt3tqddwnr5xfm52vevcyujfw8nhrr77hc0uppq7
1,0.9886309792485265,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt44ntk8mswsuzjtd7e5d4nm5q3akq8ppsvm3kqy
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt4m3njt3khypyev79qutpf67rewetpltge0mfds
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt4rtfua5eqvmwtyn08y8yycc5lx2wty3qtcxx2a
1,0.3801297447842744,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt5ctdrmqm0ay6yk8h9nxh7uy0xu7tm8zs8tvu99
1,0.5889192914839338,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt6tazknn3shl6jeynqghajfkmx0uxcsyg49hx74
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt77x997v0x3d3m4sxxavmcanlvwn3q0hs4upt05
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt7830n3sgc4rvmu4vym50snrq0f3qjsrgs64u8s
1,0.3276340448945801,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt785chmwk9t3w2j3570chwvmwq3l2sxrcvmsm9d
0,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt84rvxyppu7c7zfv6xq50zgv034hdjxmguxeszx
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt8ypvjjfwqn6eneekj0ykwyzrr2jnhxfq8t88cr
1,0.8383201644670683,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt94xsmh5kjp24djx4y5mpeq0usqthda4cvxxmuk
1,0.7472288231687593,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt99g9mrrpztjlg4tfwrnzeczrx6kpwdnqx90acl
1,0.6052115767500563,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt9vmtr0jddwrpmpp4tfvvmsmfxt4dvllqkk0arq
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtc39e2l04ha5t5fzvupspn49lftrglr8gw99j4e
1,0.36056059804773544,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtcj3ytn3vr7ux8twl2esdzhwqklqm5a9qjff8zs
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtcpq6rsr3xmfz4xnav7vrszp3qwpcv9yg8urgcw
1,0.1525702463678115,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtcz03jau3958a7esc84ygpk8vj8ad0njcym245u
0,0.8078140327205628,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtd9vhcdxgszckmrhj4em08p4l7g6u877ccyzsy7
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtdc7efeq2t3xnqhtp336tfxd9sns8hz4cg3qf4y
1,0.23835644669546724,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtdjy59w688e9h3e6spw0ypv7k69nl2h6q3sma2z
0,0.4719772845775958,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtdvhzxzyqcqqu3qu548g0yfhyhkn68s0s5tlqdh
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtdwr0smrhh7h0pnkg2yve4ux7mfk3k9nswdj2s2
1,0.7734261477831141,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqte8ruahspqmzkwmeuae4v5yymsg8r9r7spk8h0y
0,0.5148290133941681,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtefa8zf5x0lltkreu77zv5830nwkld24gwljv3p
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqteuhr80vfws6en6ju03huzvp3xh9z0juqelhgxu
1,0.6302188041822692,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtf8pf9tn3xzl0pjnwpyp49nqyazx5rwts7a7d5z
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtfs070fqhspjhhzf0l5d2hrpd5hjvzmkgh8p6j2
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtg2eyp82x7jqlmy9ggy6nwp4kf3nzzkpqfgp859
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtg608sukx6zv02svdu0hm3304fxhfrfzqvaphhu
1,1.0,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtgcug2zyn96tlrk38uespknjpm9kje90cuwuc97
1,0.6356959672410024,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtkpvummtxgqsj3c4hjzz72atds4jf8zcsyp90ve
1,0.8367488416283407,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtl60mlnd8498tpqyfu5yud3fsrt5ndptc80xq2q
1,0.37625656290019377,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtlpgc29k57ufndd7gpm2jjvpwc2hqygjgtf54lg
1,0.6049055763575886,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtmf2ge3pt50a67vdmwsj8l8rf6px43vxg098nyj
1,0.45478378370719075,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtnlh5nyt9d4rw4nn753ty8g9vuwxemmhgxqc6ug
1,0.6244573901760627,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq43kkkjp78arrz5dk9yazecfynnduu5qz9nfxd
1,0.8001140103545442,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq7kfg7m5nzejcjug02mqqklfjea7fykqu7h5nz
1,0.7672537604253592,HIGH_CONFIDENCE_PCA3,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtr5klxrl240p2jsldlwhd6w3dv7fjj59cp6nkwy
