ami,ari,cluster_count,noise_ratio,resample
0.9308078366129681,0.974762587171398,3,0.072992700729927,0
0.9292580947962462,0.9707197268223433,3,0.06569343065693431,1
0.8867466116758506,0.9214970745671714,3,0.09975669099756691,2
0.9072678531808872,0.9476601589187498,3,0.0827250608272506,3
0.9336650093367208,0.9734721478490637,3,0.06569343065693431,4
0.9125060754249976,0.9574547384998332,3,0.0851581508515815,5
0.9061413508949073,0.9570302937946467,3,0.09245742092457421,6
0.857691149072748,0.854557197264816,3,0.11435523114355231,7
0.9406129242651466,0.9743754017087832,3,0.046228710462287104,8
0.894629835685606,0.9351113052435667,3,0.0851581508515815,9
0.9177549465384527,0.9560069942732707,3,0.08029197080291971,10
0.8969922808741365,0.9255406638054818,3,0.09245742092457421,11
0.9126724724316871,0.9622936640893196,3,0.0827250608272506,12
0.9210402640652542,0.9639397993880879,3,0.0681265206812652,13
0.9241287518771312,0.970397217393708,3,0.0681265206812652,14
0.9403597344584561,0.9830611589871068,3,0.0535279805352798,15
0.9691337567850916,0.9919234403466931,3,0.04866180048661801,16
0.8108646865765281,0.8278136268453459,3,0.1386861313868613,17
0.9523439148456515,0.971132448666109,3,0.07542579075425791,18
0.9578394402521666,0.9874403690115637,3,0.04866180048661801,19
0.9013767319799655,0.9477558315896829,3,0.0827250608272506,20
0.933671613231772,0.9766863580127769,3,0.06326034063260341,21
0.9209553663525658,0.9607345696259159,3,0.08029197080291971,22
0.9151897129363693,0.9508551235532675,3,0.0851581508515815,23
0.9219050504667002,0.9696898076507791,3,0.0705596107055961,24
0.9710432237022454,0.9938920848867832,3,0.058394160583941604,25
0.9191592503547206,0.9524143148312785,3,0.07542579075425791,26
0.9427461077076952,0.9758620655079194,3,0.06326034063260341,27
0.9139036754435718,0.958475069885776,3,0.0705596107055961,28
0.911617078039431,0.9567589903933325,3,0.07785888077858881,29
0.9126936634176531,0.9519886758914277,3,0.07542579075425791,30
0.9378026240033198,0.9625026680912259,3,0.07785888077858881,31
0.9163597810256157,0.965866204031691,3,0.08029197080291971,32
0.8378126581550835,0.8524980541030561,3,0.12652068126520682,33
0.8674677108402106,0.8544407780375396,3,0.11192214111922141,34
0.8324191386990101,0.8226431527091735,3,0.13138686131386862,35
0.8942588704181774,0.9478643673530769,3,0.08029197080291971,36
0.9211291848134647,0.971019180664516,3,0.08029197080291971,37
0.9368345151201459,0.9465578020504104,3,0.07785888077858881,38
0.9086620073188614,0.9523292625402987,3,0.08759124087591241,39
0.9373306477027062,0.981676361381285,3,0.06082725060827251,40
0.790568602859437,0.8248711259889776,3,0.15085158150851583,41
0.9020929041865313,0.9455812817959007,3,0.0851581508515815,42
0.950018747370162,0.9605209381105845,3,0.0705596107055961,43
0.9021431336746462,0.9457235785944578,3,0.09245742092457421,44
0.9621350546835877,0.9870595009357702,3,0.0681265206812652,45
0.8562877912168632,0.8448064792550637,3,0.12652068126520682,46
0.9336401531308707,0.969404258653803,3,0.08029197080291971,47
0.8271254516722255,0.8297392101838492,3,0.12652068126520682,48
0.9190452536217462,0.9691149609645628,3,0.0705596107055961,49
0.9197195261017448,0.9595714447834469,3,0.06082725060827251,50
0.9424562955612062,0.9770261514943289,3,0.072992700729927,51
0.9137259022780595,0.9584536420875052,3,0.07542579075425791,52
0.9303677629345033,0.9764165035127976,3,0.0681265206812652,53
