PC1,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,wallet
4.321532696520217,-0.1489866633551526,-0.41266226089103003,-0.2778540004645121,-0.15307027397741635,0.2052217354147601,-0.4348843851086938,-0.2832521953313671,0.03916157653881956,0.01309043726553568,-5.56680942201469,-5.731173484563433,1.1122103809672246,0.47681166003532427,1.0618543245737433,-2.0805865082433708,0.5049689874492973,-0.0916002391719692,ckb1qpl0dc3xe2dr299vwe6e7zc42rnsex4pptlcjyglahevnkqq6ft0wqgw8xxul
1.2626609612288715,-0.7512394334403165,-0.2881138168880644,-0.15469619179145927,-0.31375133369410135,0.045830694294690194,0.005507627193711664,-0.0540626193065893,0.03260462813907378,-0.061436889445952395,1.0007409924499604,-1.9751972391297536,-8.337755488717992,5.529988040088242,2.4491268822182173,3.542149302026155,2.262603011214887,-2.1371199883644034,ckb1qqcratfhhe0whl8n2pyyw9248r9kyw3x7gmkp80jf0ffvagvzgc8sqgdzm4fw
1.0085427476492237,0.142123628041845,0.19649675284138496,0.4184210174619942,-0.6129433625901052,0.22137517797017134,-0.08197669962123365,0.00125640856841907,-0.02920420122231452,0.000925170493924807,1.4998373361514403,-0.3712291974022095,2.214437877861088,0.4445581395110683,0.7415869247223205,1.1006675060954858,-0.46754238811296883,0.07217935301536353,ckb1qqcz6dvc97r9a097mwdfxc8yq5cw6v4dhrsskshmhecdsvf07l8d7q034hj6qjn294z8gdh63kf30m565mcmkphjxtfee9fly023cx3l8v9w3h7z
1.2572011124057005,-0.21843805964448615,1.3075979325105542,0.0558041520982744,0.07541094550375123,0.6329846971247557,-0.029058203031089448,0.23507702024222604,-0.04584091665420488,-0.007659811141738514,2.539622145752152,-0.7604164815269401,2.3155152518558375,-0.015187558108476093,1.8157764340516471,1.278449809793531,0.9651278038043349,1.2765715880709476,ckb1qqcz6dvc97r9a097mwdfxc8yq5cw6v4dhrsskshmhecdsvf07l8d7qfg6grazjdwmf9uzf8deshhr9wsn85w2l66e8d9g7gpz0gveu28zv6pk3z4
-0.21026666300059593,0.2712242977655732,-0.023605240828701104,-0.41798880420348317,0.32094042855225624,-0.31889715720556905,-0.07356230614700074,0.07663508881040995,-0.022755872233182154,-0.047842019139714365,0.25420790601536086,-1.819151873048226,-1.7432554682604704,0.004381051666637021,-0.5260042841642515,-1.6072239746535566,-0.9367749775162941,0.4274694477414002,ckb1qqunmue4ncels5qse4j6839yy68h9k27c6cyj7q6j9kxsze3a2dgsqdc96g88lhq0ww27cjlp0j960kqvxlzyyhww4pyhk5ztgzaem7q5s6rs7mt
0.22686072395664356,0.39069158596660725,0.2592899071610707,-0.38621056486885724,0.4235421116741935,-0.20999873217493678,0.01749141799422695,-0.025706804264535633,0.003799948820074599,-0.025317192367043873,-0.14542014957875962,-2.120904788345934,-2.2875024308667005,0.0201925383012332,-0.2801447936344792,-1.461787166968486,-1.480944134091448,0.9686876138751098,ckb1qqunmue4ncels5qse4j6839yy68h9k27c6cyj7q6j9kxsze3a2dgsqvcg4qnx88s32fzxpeldkc9daejv92lx2yupu5ahmqkdhwlhm9qksdws8hd
4.950183180988185,-1.0107254474477148,0.6675074206917679,0.20793419127080942,-0.17840988037771077,-0.06637647570473379,-0.4960656139863286,-0.5444632345162579,-0.056584107905453665,0.0035732770099875873,-6.492063259841894,-4.771378063853022,0.33108826053701124,-0.5506788991736988,0.44298793899973216,-1.207830651458287,1.1830974286132685,-0.5167434811249719,ckb1qr2g8yj3vrjzx2evk20szt5rszmmvykhrn6w0xv3ga4khnmpqu6lvqq3u8mhh
2.8825895204225103,0.08570932553649199,-0.7237189921457378,0.005063020604423003,-0.18333255917765345,-0.16297046072165414,-0.20877753987857448,0.0005686942190699017,0.0010147201181404573,-0.01125930811273514,-1.3899569884173573,0.05217447604770797,0.24794537938246858,0.01197967406291422,-0.5219359884273131,0.8909652925437911,-0.7871965342562758,0.3342689746164927,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8897n3kut095xgled9dpczz0t7hg7w87un0vrnk
1.5374989601832187,1.9503704016980634,0.5335166173904372,0.4678702786194614,0.12274849136402861,0.5767848459708148,0.17863846755133916,0.15579977216825483,-0.3286532195687063,-0.03733880597263422,0.3177186286866901,-0.6302647730738329,0.19251367078611492,-0.873834664382253,0.6325632031747868,-0.43191186647956537,0.5757821100254779,-0.930228973691486,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq89qeq8sz02jymcmc8nm5qsfmwyxtvqemvnunp36
3.5504534502444187,1.0824878884582203,-0.3439075031180281,0.3101687712715091,-0.6371731241146745,0.5889893019083156,0.034091398045146326,-0.054324248800324736,-0.08492582164934243,-0.04275957249530162,-0.5621065855026806,-0.0021042314516287056,-0.6801654719962206,-1.4555069967129248,0.489752642842776,0.3650974596521465,-0.06529137502076299,-0.01052851623174467,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq89s0k62mh0xf6hn8cc20wunuarrumudx5nwq9uk
