k,gmm_bic,gmm_aic,gmm_silhouette,gmm_min_cluster_frac,gmm_max_cluster_frac,kmeans_inertia,kmeans_silhouette
2,-26354.53602106221,-32194.49286762286,0.11418549457623858,0.4856020942408377,0.5143979057591623,28041.606733887078,0.9273857741075916
3,-24053.9850100933,-32816.23956382886,0.10558051568400016,0.002617801047120419,0.5641361256544503,22495.170347300904,0.5102211402848629
4,-30967.2914493235,-42651.84371023397,0.11912163173430945,0.0013089005235602095,0.4293193717277487,19953.837246163283,0.3252915845393452
5,-33050.64264809957,-47657.49261618495,0.07424852896199816,0.0013089005235602095,0.36387434554973824,17997.15744801279,0.15300564766724464
6,-34043.942827572035,-51573.09050283232,0.12017893005260212,0.0013089005235602095,0.39659685863874344,16383.07893956558,0.15946198768004083
7,-38100.0178719087,-58551.46325434389,0.13291044784011105,0.0013089005235602095,0.337696335078534,15033.553263657233,0.15926402056808495
8,-38194.179679319044,-61567.922768929144,0.13231468879433203,0.0013089005235602095,0.3285340314136126,13912.242670584528,0.16942058078984573
