address,wallet_status,segment,cluster_id,segment_confidence,n_tx_in_window,tx_per_window_day,tx_per_active_day,gap_mean_s,gap_cv,burstiness,hour_of_day_entropy,day_of_week_entropy,sent_total_ckb,received_total_ckb
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq02u38k4kh65ek037y6ladw8h387u78pcs8gc8lh,active,Human-like / Daytime,0.0,1.0,35,0.047945205479452,1.0294257819414752,86398.82352941176,0.003534603986671,-0.9929556908697929,-0.0,1.0,0.0,188358.68573747
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03gy6qc59208692fxn2pa2pln3xwcwdxsc7p7te,active,Bot-like / Consistent,1.0,0.9999999999999432,986,1.3506849315068492,1.351164068612991,64009.7807106599,9.096436753584427,0.8019103126367861,0.9955782289894192,0.9984715394701495,65041.87998762,481707.03084667
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03vvfm7dufx0a80zj27h4f5qjvygtelpshfz360,active,Human-like / Daytime,0.0,1.0,2,0.0027397260273972,2.0,,,,0.2181042919855315,-0.0,133095.73121311,131744.68449825
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03z3ekhq3qhe4tz8v5kf3z08gxphswumg02rsqc,active,Bot-like / Consistent,1.0,1.0,782,1.0712328767123287,1.0721811157854455,80686.5800256082,6.246538008240446,0.7240061395212877,0.9849593084761016,0.9850257697896816,369869852.6266593,369869939.0140687
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq046dyalzv28h7wt8fqzhhskeedyh6fpugkydwwj,active,Bot-like / Consistent,1.0,0.9999999985762962,38,0.0520547945205479,0.3959328607270708,224116.62162162163,1.5294827594912104,0.2093245180282282,0.893348338385696,0.9584220590086026,301665524.8727269,169342313.79999998
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq04avg2cjv4t0vh2v7zuztvcctzy860fjs9esl5u,active,Human-like / Daytime,0.0,1.0,7,0.0095890410958904,0.0117764520961266,8559454.0,1.0756646941470696,0.0364532356119115,0.4018290210415738,0.7580392711198944,685971.15205967,210428.99805053
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq04vdv80ce23y6cs8050zkhdnm6v39y6ysd7rhfz,unused,Dormant / No Activity,,,0,0.0,8.546754058545858,10112.471823941314,2.294867981477993,0.39299540641903,0.9987292284196874,0.999555744787948,3687.68049482,285148.06990908994
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq059gaxh9mhygyzgpps4edtqdsumgslcdq3ejtuw,active,Bot-like / Consistent,1.0,1.0,415,0.5684931506849316,0.570055071936861,151930.40096618357,1.7983750314068043,0.2852995121977785,0.116765870030069,0.9969746001034152,3472733.2927364595,27272.46167057
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05jzhp0f28a78e9vnyvk4vfmw60xaqadgfyz8es,unused,Dormant / No Activity,,,0,0.0,7.356701418566169,11748.310103367789,6.867805947327595,0.7457995261462536,0.9872542429062068,0.9906963349300104,280766927.9475484,1008880778.78
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05k3xttu6lzuy260j06mql7tqpgwcznlcvx836h,active,Human-like / Daytime,0.0,1.0,1,0.0013698630136986,1.0,,,,-0.0,-0.0,200198.97968454,0.0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05n6zvckahhuks4wl9rznllcfgralwl3gqs5rqt,active,Bot-like / Consistent,1.0,1.0,244,0.3342465753424657,0.3379414544194458,256717.70781893004,2.3426085323953125,0.401664903138747,0.0951009367551411,0.9917268308737992,3038907.14070222,15262.3139349
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05uu85tpqrf75arfkskcnwjsaj5f6c05qtmqdm9,active,Bot-like / Consistent,1.0,1.0,473,0.647945205479452,1.2764969748509745,67828.6377118644,1.506602231111265,0.2021071492011999,0.1907782242295152,0.9989440939546264,3331044.0538224503,102426.17007522
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06cwnwfzz5sv5ps5w6ewtm6q9upj8klyc7qt4xy,active,Human-like / Daytime,0.0,1.0,3,0.0041095890410958,0.0182799382121162,7089739.5,0.9980076842033476,-0.0009971512183881,0.3456871240434053,0.3271035759815648,1700510.634198,100501.3
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06hq9768t33hwp5cxyq4kxaskw7xgrqhgyj6gz0,active,Bot-like / Consistent,1.0,1.0,1380,1.8904109589041096,1.8936492757044048,45659.27556200145,1.3340549958962855,0.1431221614244815,0.3510117918168541,0.9999726681978776,1171626.01751756,1171681.32746588
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06s99smdcvprv0vpjw74v7yr3gfsz63tsmgym2k,active,Bot-like / Consistent,1.0,0.9999999999999574,55,0.0753424657534246,0.4861425834099751,181016.85185185185,2.92232409886358,0.4900982301336438,0.6936244267622076,0.9839793216873616,293689113.0506805,831089.86066241
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0764vl97f7teu43k9x9v93fr9330zgf0cr43nr7,unused,Dormant / No Activity,,,0,0.0,1796.9625632799316,48.09719438877755,0.4235916764635813,-0.4048972279525437,0.9885971611532256,0.3456497898661155,0.0,0.0
ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07j9vt4j4pr582tmmhg2r25g09e8lqhzq67lmrn,active,Bot-like / Consistent,1.0,1.0,64,0.0876712328767123,0.0987021513181305,889255.4761904762,4.939680379759841,0.6632815451122193,0.8396234532263975,0.9896595120069096,111114.61778565,111114.62231352
