capacity__mean_target_input_capacity_shannon,capacity__mean_target_output_capacity_shannon,capacity__median_abs_target_delta_shannon,capacity__target_input_capacity_shannon,capacity__target_net_capacity_delta_shannon,capacity__target_output_capacity_shannon,rule__BATCH_DISTRIBUTION__score,rule__FAN_IN_COLLECTION__score,rule__PERIODIC_EXECUTION__score,scripts__cells_with_full_script,scripts__total_cells,templates__dominant_template_ratio,templates__template_entropy,templates__template_repeat_ratio,templates__template_transition_entropy,templates__unique_template_count,temporal__active_hour_entropy,temporal__active_weekday_entropy,temporal__burstiness,temporal__dominant_period_seconds,temporal__interarrival_cv,temporal__interarrival_mean_seconds,temporal__interarrival_median_seconds,temporal__interarrival_std_seconds,temporal__interval_repeat_ratio,temporal__n_observed_transactions,temporal__periodicity_strength,temporal__phase_stability,topology__cell_consolidation_ratio,topology__cell_fragmentation_ratio,topology__fanin_transaction_ratio,topology__fanout_transaction_ratio,topology__many_to_many_ratio,topology__max_input_cells_per_tx,topology__max_output_cells_per_tx,topology__mean_external_input_locks,topology__mean_external_output_locks,topology__mean_input_cells_per_tx,topology__mean_output_cells_per_tx,topology__topology_entropy,topology__topology_repeat_ratio,transaction_count_30d
0,12658957062,12658957062,0,12658957062,12658957062,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11658471316.875,11658471316.875,23347215226.0,93267770535,0,93267770535,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,52,0.5,2.0,0.5,2.8073549220576037,5,-0.0,0.7124143742160444,0.06755213100636666,965,1.1448920272170795,111220,965,127334.89126708359,0.5714285714285714,8,0.9663812139559801,0.22104285461481757,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5,1,5.5,1.0,0.5,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,370000000000,370000000000,0,370000000000,370000000000,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,0,0.0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0,330,0.03333333333333333,4.906890595608519,0.0,4.857980995127572,30,-0.0,0.9972309552488496,-0.9994437581998614,86403,0.00027819827282338737,86401.44827586207,86403,24.036733679784067,1.0,30,0.999849553579462,0.9999974937667309,0.0,0.0,0.0,0.0,0.0,1,10,1,10,1,10,0.0,1.0,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
180087276136527.12,180087276136527.12,344252862125797,4502181903413178,0,4502181903413178,0.0,0.0,0.0,0,109,0.24,3.5590795706241747,0.44,4.584962500721156,16,0.7619823911621256,0.8691857283204685,0.21246404273944408,6755.0,1.539566583038317,80187.16666666667,6755.0,123453.48218852404,0.0,25,0.3719316598228294,0.26468513674068406,0.28,0.0,0.0,0.0,0.0,10,3,0.52,1.04,2.8,1.56,0.7668539175770801,0.48,25
50000000000000,50000000000000,100000000000000.0,100000000000000,0,100000000000000,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
0,191282641798.05884,0,0,9755414731701,9755414731701,0.3333333333333333,0.3333333333333333,0.0,0,584,0.0196078431372549,5.672425341971495,0.0,5.643856189774724,51,0.38276474282714446,0.9961414865888419,-0.08283910907471384,56007.0,0.8469964588820589,50688.36,56007.0,42932.861426539,0.28,51,0.6287663386495532,0.030498761978097096,0.0,0.0,0.0,0.0,0.0,10,10,4.980392156862745,5.352941176470588,5.686274509803922,5.764705882352941,0.7585423327441783,0.35294117647058826,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,84803556899.08696,58940949681,0,1950481808679,1950481808679,0.3333333333333333,0.3333333333333333,0.0,0,50,0.9130434782608695,0.5131851787372753,0.9130434782608695,0.5304060778306042,3,0.4666768390975677,0.9125487552216446,0.07798860052796301,78745.5,1.1691705776579788,77039.77272727272,78745.5,90072.63558218486,0.18181818181818182,23,0.37743606454716055,0.16380386011920764,0.0,0.0,0.0,0.0,0.0,2,2,0.08695652173913043,0.08695652173913043,1.0869565217391304,1.0869565217391304,0.4262286569981449,0.9130434782608695,23
0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0,165,0.06666666666666667,3.906890595608519,0.0,3.807354922057604,15,-0.0,0.9937817529033621,-0.9996474858203214,172797.0,0.00017628816187768604,172799.5,172797.0,30.46250622838321,1.0,15,0.9998437594940986,0.9999997000260709,0.0,0.0,0.0,0.0,0.0,1,10,1,10,1,10,0.0,1.0,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
31232969442.32,33270828080.52,52396178876,780824236058,50946465955,831770702013,0.0,0.0,0.0,0,112,0.04,4.643856189774724,0.0,4.584962500721156,25,0.696465824750551,0.9734710306379832,-0.18162824779009637,32798.0,0.692579712562253,30493.416666666668,32798.0,21119.121750041017,0.125,25,0.6608472367416629,0.17042967961421077,0.0,0.0,0.0,0.0,0.0,10,2,1.76,1,2.84,1.64,0.8081661505200545,0.4,25
2478881659999.5,2478881659999.5,4957763319999.0,4957763319999,0,4957763319999,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
222984995169.31668,6029687731.583333,349364983733.0,13379099710159,-13017318446264,361781263895,0.6666666666666666,0.3333333333333333,0.0,0,390,0.5,3.4534452978042594,0.5,5.882643049361842,31,0.381371209600582,0.9972309552488496,0.005252742127592916,720,1.0105609582454695,42406.93220338983,720,42854.790043708286,0.05084745762711865,60,0.4945205030144993,0.08591553355254083,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5.483333333333333,1,5.5,0.6974430938626629,0.5,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,44014249890000,44014249890000.0,0,88028499780000,88028499780000,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
59520249360.5,59520249360.5,119040498721.0,119040498721,0,119040498721,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1052884621790.5555,1052884621790.5555,1108500000000.0,18951923192230,0,18951923192230,0.0,0.3333333333333333,0.0,0,111,0.05555555555555555,4.169925001442312,0.0,4.087462841250339,18,0.6718703871963497,0.7333643046538013,0.2617210917167453,4114,1.7090033015444916,141390.82352941178,4114,241637.38421985932,0.058823529411764705,18,0.4080150808308196,0.04224002631604967,0.2777777777777778,0.0,0.0,0.0,0.0,8,2,2.888888888888889,1,4.666666666666667,1.5,0.9654072281757701,0.16666666666666666,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
234357071428.57144,234357071428.57144,229783000000.0,3280999000000,0,3280999000000,0.3333333333333333,0.3333333333333333,0.0,0,43,0.5,2.260820318171659,0.6428571428571429,3.3927474104487847,7,0.5499806456316046,0.49113258984568253,0.3668988852672868,706,2.159053038224981,158706.76923076922,706,342656.33229456324,0.07692307692307693,14,0.5937799641774884,0.19542729631575348,0.21428571428571427,0.0,0.0,0.0,0.0,5,2,0.5,1,1.5714285714285714,1.5,0.8446958733715438,0.5,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0,165,0.06666666666666667,3.906890595608519,0.0,3.807354922057604,15,-0.0,0.9937817529033621,-0.9996474858203214,172797.0,0.00017628816187768604,172799.5,172797.0,30.46250622838321,1.0,15,0.9998437594940986,0.9999997000260709,0.0,0.0,0.0,0.0,0.0,1,10,1,10,1,10,0.0,1.0,15
8796053634.166666,0,8383061373.0,263881609025,-263881609025,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,453,0.03333333333333333,4.906890595608519,0.0,4.857980995127572,30,-0.0,0.9894535033977967,-0.009577433446970336,85984,0.981026847214145,83480.1724137931,85984,81896.29034799669,0.06896551724137931,30,0.37240803199753414,0.9649231487373154,0.0,0.0,0.0,0.0,0.0,10,10,4.5,5.5,9.6,5.5,0.6895462755689208,0.5,30
0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,1.0,0,268,0.058823529411764705,4.087462841250339,0.0,4.0,17,0.21755958662960073,0.9531029063496105,-0.5299839412537551,43207.0,0.3072032627748283,45319.25,43207.0,13922.221466508137,0.0,17,0.8056087274382207,0.7792169665030558,0.0,0.0,0.0,0.0,0.0,10,10,4.647058823529412,5.764705882352941,10,5.764705882352941,0.7484637730572947,0.5294117647058824,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12485511812.75,12485511812.75,25049996649.0,249710236255,0,249710236255,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,208,0.05,4.321928094887363,0.0,4.247927513443585,20,0.06246440555858628,0.9783014335280622,-0.01584193446153881,85854,0.9688102372542121,122880.26315789473,85854,119047.65690386001,0.05263157894736842,20,0.37202906975913685,0.8540709981806899,0.0,0.0,0.0,0.0,0.0,10,10,4.1,5,4.9,5.5,0.7744065574451694,0.5,20
0,153285204898,153285204898,0,153285204898,153285204898,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,15000000000,15000000000,0,15000000000,15000000000,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,0,0,0,0,0,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
216144363210,216144363210,432288726420.0,432288726420,0,432288726420,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3100000000,3100000000,6200000000.0,6200000000,0,6200000000,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
419088068946.61664,0,224428975675.5,25145284136797,-25145284136797,0,0.6666666666666666,0.3333333333333333,0.0,0,660,0.5,3.4534452978042594,0.5,5.882643049361842,31,-0.0,0.9972309552488496,-0.002584724919443126,983,0.9948438773198928,42483.28813559322,983,42264.239090111754,0.288135593220339,60,0.7302678857524881,0.06497598621477506,0.0,0.0,0.0,0.0,0.0,10,10,0.5,5.5,5.5,5.5,1.0,0.5,60
3775000000000,3775000000000,7550000000000.0,15100000000000,0,15100000000000,0.3333333333333333,0.3333333333333333,,0,10,0.5,1.5,0.5,1.584962500721156,3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1,2,0.5,1,1,1.5,1.0,0.5,4
12324490495.4,0,11724545767.5,246489809908,-246489809908,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,130,0.5,2.6609640474436813,0.5,4.247927513443585,11,-0.0,0.9695703501901249,0.0224906526689098,988,1.046016240622796,122828.73684210527,988,128480.85355202566,0.2631578947368421,20,0.9129326970139385,0.1587904410220902,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5.5,1,5.5,1.0,0.5,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
450470695840.5,450470695840.5,900941391681.0,900941391681,0,900941391681,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
20366904487.42857,20366904487.42857,42896189278.0,285136662824,0,285136662824,0.3333333333333333,0.3333333333333333,0.0,0,111,0.14285714285714285,3.521640636343318,0.2857142857142857,3.7004397181410926,12,0.3996213468075347,0.9999999999999999,-0.12970438417009575,19279,0.7703746466994916,40461.92307692308,19279,31170.839695166622,0.07692307692307693,14,0.5452195449635419,0.14652059364548548,0.0,0.0,0.0,0.0,0.0,5,10,1.9285714285714286,5,2.4285714285714284,5.5,0.8446958733715438,0.5,14
0,115010244908.7,0.0,0,3450307347261,3450307347261,0.3333333333333333,0.3333333333333333,1.0,0,330,0.03333333333333333,4.906890595608519,0.0,4.857980995127572,30,0.37912391383856625,0.9972309552488496,-0.8704552726474737,86239,0.06925839352959583,86265.96551724138,86239,5974.642188003647,0.5517241379310345,30,0.9725427632864637,0.9656535501542359,0.0,0.0,0.0,0.0,0.0,1,10,1,9.766666666666667,1,10,0.783776947484701,0.7666666666666667,30
5651628583.76,1760896990.68,0,141290714594,-97268289827,44022424767,0.3333333333333333,0.3333333333333333,0.0,0,356,0.04,4.643856189774724,0.0,4.584962500721156,25,0.47521219054995745,0.9612922645609548,-0.11883568613764667,27469.0,0.7875725853044936,29281.541666666668,27469.0,23061.339472117917,0.16666666666666666,25,0.45554163708573275,0.13789003204559477,0.0,0.0,0.0,0.0,0.0,10,10,2,7.44,6.76,7.48,0.8094764474964823,0.36,25
29915994704.09756,29915994704.09756,59637015630.5,4906223131472,0,4906223131472,0.3333333333333333,0.3333333333333333,0.0,0,474,0.5,3.6529294720802157,0.7926829268292683,6.2905829891080405,50,0.7564218728689848,0.9957930840209849,0.27019136440335145,733,1.7404444157678647,15333.944785276073,733,26687.87857322651,0.012269938650306749,164,0.4274440881226605,0.1219972814191445,0.036585365853658534,0.0,0.0,0.0,0.0,4,2,0.5,1,1.3902439024390243,1.5,0.7114435932886883,0.5,164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
30196143434.523438,30196143434.523438,59498709848.0,15460425438476,0,15460425438476,0.0,0.3333333333333333,0.0,0,2727,0.037109375,8.116247085998362,0.328125,8.997179480937621,377,0.9963795369082012,0.9958613227354458,-0.16115715843029774,3840,0.7224197305933041,5068.1506849315065,3840,3661.3320524144888,0.04892367906066536,512,0.5299906928061188,0.022340454337898524,0.041015625,0.0,0.0,0.0,0.0,10,2,2.8125,1,3.826171875,1.5,0.7499494493490829,0.3046875,512
0,6808198026879,6808198026879,0,6808198026879,6808198026879,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
261170265009.2987,261170265009.2987,521850031525.0,40220220811432,0,40220220811432,0.3333333333333333,0.3333333333333333,0.0,0,1029,0.5,4.058654471618055,0.551948051948052,7.106933267472693,73,0.9426197858813866,0.9939976171270539,0.010794325805492624,855,1.0218242294541673,16584.196078431374,855,16946.133378959963,0.013071895424836602,154,0.4451443242918905,0.03134349868105709,0.5,0.0,0.0,0.0,0.0,10,2,0.5,1,5.181818181818182,1.5,0.759983500554923,0.5,154
0,16943994986119,16943994986119,0,16943994986119,16943994986119,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2046115157022.8333,2046115157022.8333,2031147423689.5,12276690942137,0,12276690942137,0.3333333333333333,0.0,,3,21,0.16666666666666666,2.584962500721156,0.0,2.321928094887362,6,0.491089985367093,0.23154265837250496,0.31963930918994543,,1.9396172163014733,223071.4,6279,432673.12790447247,0.2,6,,,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,2,2,0.8333333333333334,1.3333333333333333,1.5,2,0.9591479170272448,0.3333333333333333,6
4731733500000,4731733500000,9463467000000.0,9463467000000,0,9463467000000,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
421314128729.4286,418660549456.8571,138039743243,2949198901106,-18575054908,2930623846198,0.0,0.0,,0,28,0.2857142857142857,2.521640636343318,0.2857142857142857,2.584962500721156,6,0.5499806456316046,0.6562657890890309,-0.3040084448234039,,0.5337323986968897,152959.33333333334,173553.5,81639.35188307712,0.3333333333333333,7,,,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.0,4,2,0.42857142857142855,0.7142857142857143,2.2857142857142856,1.7142857142857142,0.9629610647945144,0.2857142857142857,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3345261423405,3345261423405,6690522846810.0,6690522846810,0,6690522846810,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
13894965993,13894965993,27789931986.0,27789931986,0,27789931986,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3099987856.5,3099987856.5,6199975713.0,6199975713,0,6199975713,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
141411077504.34482,33491056975.275864,0,4100921247626,-3129680595343,971240652283,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,437,0.034482758620689655,4.857980995127572,0.0,4.807354922057605,29,0.2577805540709821,0.9902165069037525,-0.16855051993080458,43203.0,0.7115220659166961,50383.28571428572,43203.0,35848.819539099735,0.0,29,0.8056671950068836,0.7551997432775107,0.0,0.0,0.0,0.0,0.0,10,10,4.931034482758621,5.344827586206897,9.689655172413794,5.379310344827586,0.6676943920551162,0.4827586206896552,29
1.1129520167770068e+16,1979520167670067.5,9150000000100000.0,22259040335540135,-18300000000200000,3959040335340135,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1140079050000,1140079050000,2280158100000.0,2280158100000,0,2280158100000,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
585242646190257.6,585242646190257.6,1327002503795300,73155330773782200,0,73155330773782200,0.3333333333333333,0.0,0.0,0,336,0.488,3.4371826643622163,0.784,5.740819371336719,38,0.4707771439112684,0.9965680287116407,0.2231252051045997,833,1.5744174133867779,16882.43089430894,833,26579.993180298912,0.04065040650406504,125,0.4533383845562958,0.1100086006973716,0.016,0.0,0.0,0.0,0.0,10,2,0.504,1,1.184,1.504,0.5839976421941413,0.488,125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
29912771085.615383,29912771085.615383,59835345215.0,8555052530486,0,8555052530486,0.3333333333333333,0.3333333333333333,0.0,0,807,0.5,3.7826454333744564,0.8636363636363636,6.561660163689191,67,0.984026728554805,0.9918257607821255,0.6560690648373397,782,4.815120989492005,9053.073684210527,782,43591.645116259824,0.014035087719298246,286,0.43944151631739803,0.036149146868501236,0.01048951048951049,0.0,0.0,0.0,0.0,5,2,0.5,1,1.3216783216783217,1.5,0.6711552981016153,0.5,286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,16570607466844.5,16570607466844.5,0,33141214933689,33141214933689,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6262997242.694445,55970014259.203705,60912152690.0,676403702211,5368357837783,6044761539994,0.3333333333333333,0.6666666666666666,0.0,0,581,0.4166666666666667,4.323006350874928,0.5277777777777778,5.82334861370625,57,0.8981216091272178,0.9849806550927048,0.019598965315788412,8023.5,1.0399815271963708,10853.432692307691,8023.5,11287.36950666917,0.07692307692307693,108,0.4857777263356747,0.053820349158822105,0.07407407407407407,0.0,0.0,0.0,0.0,10,2,2.2685185185185186,1,3.574074074074074,1.8055555555555556,0.5653118346948176,0.6111111111111112,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68548818212,68548745962,72250.0,137097636424,-144500,137097491924,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99941032606.11111,99941024177.22223,8155,899469293455,-75860,899469217595,0.6666666666666666,1.0,0.0,48,94,0.1111111111111111,3.169925001442312,0.0,3.0,9,0.4100284240997427,0.43613810130875313,0.2680043387636686,1115.5,1.7322566319888089,36923.375,1115.5,63960.76121915979,0.0,9,0.38560725438545346,0.40976882879931525,0.0,0.2222222222222222,1.0,1.0,1.0,6,6,3.111111111111111,3.111111111111111,5.111111111111111,5.333333333333333,0.7725068857142602,0.6666666666666666,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
19196217428358.4,19196217428358.4,33981087141792,95981087141792,0,95981087141792,0.0,0.0,,0,23,0.2,2.321928094887362,0.0,2.0,5,0.2117684919564665,0.3458595800715595,0.2671858733834215,,1.7292050294309294,122741,227.0,212244.3545173817,0.0,5,,,0.2,0.0,0.4,0.0,0.2,10,2,1,0.8,3.2,1.4,1.0,0.2,5
48199996796,0,48199996796,48199996796,-48199996796,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22362915528189,11181457764094.5,11181457764094.5,44725831056378,-22362915528189,22362915528189,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
55942971025.75222,358224198011.1989,345008545459.5,50348673923177,272053104286902,322401778210079,0.0,0.0,0.6666666666666666,0,7985,0.015555555555555555,8.71741248720422,0.4622222222222222,9.805503223200766,575,0.999201113038539,0.9973519948454173,-0.5965487661439091,2846,0.2527021049476198,2877.3036707452725,2846,727.1006941708436,0.17797552836484984,900,0.877472407925903,0.011874034577247498,0.9977777777777778,0.0,0.0,0.024444444444444446,0.0,10,2,0.9755555555555555,1,6.872222222222222,2,0.8991865678973177,0.17888888888888888,900
25500000000000,25500000000000,0,25500000000000,0,25500000000000,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34826473306,34826473306,69652946612.0,69652946612,0,69652946612,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6216060945.684211,69662579618.64912,70847503269,3897470212944,39780967207949,43678437420893,0.3333333333333333,0.3333333333333333,0.0,0,2898,0.03508771929824561,7.617754447491946,0.5933014354066986,9.256864074564945,324,0.9840218246891765,0.9967835660670842,-0.39174220181882236,3779,0.4370477502128378,4172.636510500808,3779,1823.6413993703243,0.09531502423263329,627,0.7356803857234645,0.0029388627126764157,0.1674641148325359,0.0,0.0,0.0,0.0,10,2,1.4768740031897927,1,2.7001594896331738,1.9218500797448166,0.4700989841893366,0.6076555023923444,627
11670299998602,0,11670299998602,11670299998602,-11670299998602,0,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2650000000000,2650000000000,5300000000000.0,5300000000000,0,5300000000000,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7594077944860,0,7594077944860,7594077944860,-7594077944860,0,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
516699689471.15,184382664832.91666,1009116679005.0,31001981368269,-19939021478294,11062959889975,0.6666666666666666,0.3333333333333333,0.0,0,390,0.5,3.4534452978042594,0.5,5.882643049361842,31,0.381371209600582,0.9972309552488496,0.005260880484144947,720,1.0105774074446885,42406.93220338983,720,42855.487603784364,0.03389830508474576,60,0.4945205030144993,0.08759018990339996,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5.316666666666666,1,5.5,0.9300151398700389,0.5,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9527034314409.5,9527034314409.5,19054068628819.0,19054068628819,0,19054068628819,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
0,40500000000000,40500000000000,0,40500000000000,40500000000000,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,30991888419.75,30972989952.5,0,123967553679,123967553679,0.3333333333333333,0.3333333333333333,,0,44,0.25,2.0,0.0,1.584962500721156,4,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1,10,1,9,1,10,0.0,1.0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7500150000000,7500150000000,15000300000000.0,15000300000000,0,15000300000000,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
