canonical_lock_hash,capacity__mean_target_input_capacity_shannon,capacity__mean_target_output_capacity_shannon,capacity__median_abs_target_delta_shannon,capacity__target_input_capacity_shannon,capacity__target_net_capacity_delta_shannon,capacity__target_output_capacity_shannon,capacity_support,collection_state,detail_coverage,detail_status,evidence_state,feature_schema_version,input_resolution_ratio,input_resolution_status,legacy_proxy_label,lifetime_tx_count,listing_coverage,listing_status,observation_boundary_status,observation_contract_version,observation_window_id,population_version,rule__BATCH_DISTRIBUTION__score,rule__BATCH_DISTRIBUTION__state,rule__FAN_IN_COLLECTION__score,rule__FAN_IN_COLLECTION__state,rule__PERIODIC_EXECUTION__score,rule__PERIODIC_EXECUTION__state,rule_version,sampling_stratum,scripts__cells_with_full_script,scripts__full_script_coverage_ratio,scripts__script_family_counts,scripts__total_cells,scripts_support,templates__dominant_template_ratio,templates__template_entropy,templates__template_repeat_ratio,templates__template_transition_entropy,templates__unique_template_count,templates_support,temporal__active_hour_entropy,temporal__active_weekday_entropy,temporal__burstiness,temporal__dominant_period_seconds,temporal__interarrival_cv,temporal__interarrival_mean_seconds,temporal__interarrival_median_seconds,temporal__interarrival_std_seconds,temporal__interval_repeat_ratio,temporal__n_observed_transactions,temporal__periodicity_strength,temporal__phase_stability,temporal_support,topology__cell_consolidation_ratio,topology__cell_fragmentation_ratio,topology__fanin_transaction_ratio,topology__fanout_transaction_ratio,topology__many_to_many_ratio,topology__max_input_cells_per_tx,topology__max_output_cells_per_tx,topology__mean_external_input_locks,topology__mean_external_output_locks,topology__mean_input_cells_per_tx,topology__mean_output_cells_per_tx,topology__topology_entropy,topology__topology_repeat_ratio,topology_support,transaction_count_30d,wallet
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,267339,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,5000+,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq00s3af7c2hmt6at6mc8cmru3y799zsgaslvt7dx
,2099257658.304462,63208911793.22376,60243895433,75982630942330,2211863931413404,2287846562355734,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,bot_like,696292,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,5000+,0,0.0,{},73470,PARTIAL,0.9966846249481973,0.0336890790292406,0.9998066031219782,0.06736384355017846,9,SUPPORTED,0.9996905935810397,0.9976137321875937,0.013133642074081946,49,1.026616860466669,71.91802414319412,49,73.83225615685204,0.03510475926182878,36195,0.49963494809755943,0.0040650232762050225,SUPPORTED,0.0,0.0,0.0,0.0,0.0,10,1,0,0.003315375051802735,1.0298383754662246,1,0.03208259612496912,0.9966846249481973,SUPPORTED,36195,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0259kv0x5jez6h0l5qr52k64weapapgyscsnmhn
,204241963292.97058,204241963292.97058,408483484323.5,13888453503922,0,13888453503922,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},396,PARTIAL,0.5,3.396672597095758,0.6470588235294118,5.767581727771205,30,SUPPORTED,0.8856764196174728,0.9874309959779077,0.07064185029511184,1082,1.1520228779777606,36357.53731343283,1082,41884.714772004714,0.05970149253731343,68,0.45040998081369926,0.06804087294286573,SUPPORTED,0.5,0.0,0.0,0.0,0.0,10,2,0.5,1,4.323529411764706,1.5,0.7484563140750237,0.5,SUPPORTED,68,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq02lstf96jmmavf7uln9acpkedt2clz3tqc6chk8
,216993715080.15,0,163563502295.0,13019622904809,-13019622904809,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},390,PARTIAL,0.5,3.4534452978042594,0.5,5.882643049361842,31,SUPPORTED,-0.0,0.9972309552488496,-0.002807565528299083,999,0.9944005896548657,42484.220338983054,999,42246.333756111984,0.2711864406779661,60,0.9038416488805073,0.020399425927239624,SUPPORTED,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5.5,1,5.5,1.0,0.5,SUPPORTED,60,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq02rtsalknt9nezey405ay2gek8v5x0ncc3fd62k
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq02u38k4kh65ek037y6ladw8h387u78pcs8gc8lh
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,1325,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03gy6qc59208692fxn2pa2pln3xwcwdxsc7p7te
,6587234224912.5,6587234224912.5,13174468449825.0,13174468449825,0,13174468449825,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,1,0.14285714285714285,"{""NERVOS_DAO"": 1}",7,SUPPORTED,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,2,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03vvfm7dufx0a80zj27h4f5qjvygtelpshfz360
,72939421331897.6,72939421331897.6,124334669731447.5,1458788426637952,0,1458788426637952,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},93,PARTIAL,0.5,2.6609640474436813,0.5,4.247927513443585,11,SUPPORTED,0.5896889441586688,0.7733082046011861,0.43422651791085193,1062,2.534983634466034,95463.05263157895,1062,241997.2761172223,0.05263157894736842,20,0.45085469767619996,0.22104266610987167,SUPPORTED,0.3,0.0,0.0,0.0,0.0,10,2,0.5,1,3.15,1.5,0.8213734906185948,0.5,SUPPORTED,20,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq03z3ekhq3qhe4tz8v5kf3z08gxphswumg02rsqc
,482300268000000,482300268000000,898000960000000.0,4823002680000000,0,4823002680000000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},41,PARTIAL,0.3,2.8464393446710154,0.3,3.169925001442312,8,SUPPORTED,0.6372850583680413,0.6846046005037072,0.14949284271155144,2116,1.3515381180051635,277302.1111111111,2116,374784.3733699699,0.1111111111111111,10,0.45634824999184376,0.24946243945140148,SUPPORTED,0.3,0.0,0.0,0.0,0.0,10,2,0.5,1,2.6,1.5,0.8445412464587145,0.5,SUPPORTED,10,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq046dyalzv28h7wt8fqzhhskeedyh6fpugkydwwj
,0,9794670449,9794670449,0,9794670449,9794670449,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,2,0.5,"{""NERVOS_DAO"": 2}",4,SUPPORTED,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq04avg2cjv4t0vh2v7zuztvcctzy860fjs9esl5u
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq04g3rjkkuz8j03d526wv5rvjejfelf7lgxecnta
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,5712,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,5000+,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq04vdv80ce23y6cs8050zkhdnm6v39y6ysd7rhfz
,8791525038.466667,0,8231151248.0,263745751154,-263745751154,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.6666666666666666,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},448,PARTIAL,0.03333333333333333,4.906890595608519,0.0,4.857980995127572,30,SUPPORTED,0.04598561063157427,0.9894535033977967,0.009629910224556715,2031,1.0194470942205862,83467.86206896552,2031,85091.06944701158,0.034482758620689655,30,0.45061396299214473,0.17509484354831792,SUPPORTED,0.0,0.0,0.0,0.0,0.0,10,10,4.333333333333333,5.5,9.433333333333334,5.5,0.7909171699604742,0.5,SUPPORTED,30,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq059gaxh9mhygyzgpps4edtqdsumgslcdq3ejtuw
,74372100000000,74372100000000,148744200000000.0,148744200000000,0,148744200000000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},5,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,2,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05jzhp0f28a78e9vnyvk4vfmw60xaqadgfyz8es
,19897970822,0,19897970822,19897970822,-19897970822,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,2,0.5,"{""NERVOS_DAO"": 2}",4,SUPPORTED,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05k3xttu6lzuy260j06mql7tqpgwcznlcvx836h
,8768626604.785715,0,8249698857.5,245521544934,-245521544934,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,bot_like,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.6666666666666666,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},413,PARTIAL,0.03571428571428571,4.807354922057605,0.0,4.754887502163468,28,SUPPORTED,0.09654624176311631,0.9953625898154655,-0.010251495342958602,84793,0.9797050627685961,83263.85185185185,84793,81574.01720487361,0.07407407407407407,28,0.3724237190615904,0.6004810993180959,SUPPORTED,0.0,0.0,0.0,0.0,0.0,10,10,4.142857142857143,5.5,9.25,5.5,0.7356332607676134,0.5,SUPPORTED,28,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05n6zvckahhuks4wl9rznllcfgralwl3gqs5rqt
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,2,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1-10,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05pxmxskuqlw0z95ggccuna9e53dw34ycxduz05
,13595571767,13595571767,24890507681.5,271911435340,0,271911435340,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},160,PARTIAL,0.1,4.1219280948873624,0.2,4.247927513443585,18,SUPPORTED,-0.0,0.9695703501901249,0.01773003323417367,2625,1.0361001228461677,122903.05263157895,2625,127339.86792974795,0.10526315789473684,20,0.6990064997887286,0.21787038996054,SUPPORTED,0.0,0.0,0.0,0.0,0.0,6,10,1.9,5,2.5,5.5,0.8804820237218406,0.5,SUPPORTED,20,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05uu85tpqrf75arfkskcnwjsaj5f6c05qtmqdm9
,10050130000000,0,10050130000000,10050130000000,-10050130000000,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},12,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06cwnwfzz5sv5ps5w6ewtm6q9upj8klyc7qt4xy
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,1630,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06hq9768t33hwp5cxyq4kxaskw7xgrqhgyj6gz0
,335534788089.88464,1443042030039.5386,1753529486169.5,8723904490337,28795188290691,37519092781028,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},170,PARTIAL,0.038461538461538464,4.700439718141092,0.0,4.643856189774724,26,SUPPORTED,0.5501449422832076,0.8356093384939399,0.12826924596561862,30665,1.2942863845791532,95351.92,30665,123412.69179948066,0.04,26,0.4021063619455947,0.1590221359163311,SUPPORTED,0.038461538461538464,0.0,0.0,0.0,0.0,10,2,4.3076923076923075,1,4.961538461538462,1.5769230769230769,0.7651552263934306,0.46153846153846156,SUPPORTED,26,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06s99smdcvprv0vpjw74v7yr3gfsz63tsmgym2k
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,3016441,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,5000+,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0764vl97f7teu43k9x9v93fr9330zgf0cr43nr7
,255504901491.375,255504901491.375,509321530183.5,14308274483517,0,14308274483517,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},369,PARTIAL,0.5,3.318768755633026,0.5535714285714286,5.608454713445988,27,SUPPORTED,0.8421090729497573,0.990725179630931,0.004520392593754823,1104,1.009081838663743,39930.94545454546,1104,40293.59185885436,0.03636363636363636,56,0.3984035450583456,0.23496841752275305,SUPPORTED,0.5,0.0,0.0,0.0,0.0,10,2,0.5,1,5.089285714285714,1.5,0.791238691050855,0.5,SUPPORTED,56,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07j9vt4j4pr582tmmhg2r25g09e8lqhzq67lmrn
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07ky0r9mzffqwrv5ah6p8h9z47lg2p3acrhyltk
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07r6d4agdqwld880vzslwy3aj28mh3axq7pjrfc
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,1718,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07vlts907h0ev3vz40qttyg6qx7xh3xlqgyyr4j
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07zh8qks3jgz4rzfnnvz6l3669qm0nrugucl40c
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,1690,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq084l0edu0ucchdngufewmh2mp2mlmqk8cqsq99n
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,1417,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq087uc2epsa0ft08zu747g30c6zuh2lyxcsqugmn
