canonical_lock_hash,capacity__mean_target_input_capacity_shannon,capacity__mean_target_output_capacity_shannon,capacity__median_abs_target_delta_shannon,capacity__target_input_capacity_shannon,capacity__target_net_capacity_delta_shannon,capacity__target_output_capacity_shannon,capacity_support,collection_state,detail_coverage,detail_status,evidence_state,feature_schema_version,input_resolution_ratio,input_resolution_status,legacy_proxy_label,lifetime_tx_count,listing_coverage,listing_status,observation_boundary_status,observation_contract_version,observation_window_id,population_version,rule__BATCH_DISTRIBUTION__score,rule__BATCH_DISTRIBUTION__state,rule__FAN_IN_COLLECTION__score,rule__FAN_IN_COLLECTION__state,rule__PERIODIC_EXECUTION__score,rule__PERIODIC_EXECUTION__state,rule_version,sampling_stratum,scripts__cells_with_full_script,scripts__full_script_coverage_ratio,scripts__script_family_counts,scripts__total_cells,scripts_support,templates__dominant_template_ratio,templates__template_entropy,templates__template_repeat_ratio,templates__template_transition_entropy,templates__unique_template_count,templates_support,temporal__active_hour_entropy,temporal__active_weekday_entropy,temporal__burstiness,temporal__dominant_period_seconds,temporal__interarrival_cv,temporal__interarrival_mean_seconds,temporal__interarrival_median_seconds,temporal__interarrival_std_seconds,temporal__interval_repeat_ratio,temporal__n_observed_transactions,temporal__periodicity_strength,temporal__phase_stability,temporal_support,topology__cell_consolidation_ratio,topology__cell_fragmentation_ratio,topology__fanin_transaction_ratio,topology__fanout_transaction_ratio,topology__many_to_many_ratio,topology__max_input_cells_per_tx,topology__max_output_cells_per_tx,topology__mean_external_input_locks,topology__mean_external_output_locks,topology__mean_input_cells_per_tx,topology__mean_output_cells_per_tx,topology__topology_entropy,topology__topology_repeat_ratio,topology_support,transaction_count_30d,wallet
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwkr8fn99ghht0zeyert3w949f25zjw24gcwcxy8
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwl4qyx3j83nsjlyx3pj9q8msqt9hwmz5g0c8u0j
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,4432,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwlfetev6txju367sg90xq0twvwgp7qa6qelcq7y
,4543911069.722628,44081914077.14599,56273095921,622515816552,5416706412017,6039222228569,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},769,PARTIAL,0.051094890510948905,6.319599944901444,0.4233576642335766,7.087462841250339,97,SUPPORTED,0.7586740839743573,0.9919059123322742,-0.005167291898555559,10736,0.9897185434898192,19378.473684210527,10736,19179.234749792635,0.09774436090225563,137,0.7677092008269386,0.12962836859321955,SUPPORTED,0.0364963503649635,0.0,0.0,0.0,0.0,10,2,2.5255474452554743,1,3.875912408759124,1.7372262773722629,0.648502886773779,0.4233576642335766,SUPPORTED,137,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwlkxpk8rnrzz2nhuswk2kzvempzsz2zjgwxnwny
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,25,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,11-50,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwm2qv4c20r3c2lje7wl4663du7xfdytzcahmp3p
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwmk6ckqgsgj3vszez0ujy68ryrhfegksq3jpy2e
,2500000000000,2500000000000,5000000000000.0,5000000000000,0,5000000000000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},5,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,2,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwmrpzfvvj8mckknp5m5rkt8cd5hy2vhgq24t8sv
,59520250822.5,59520250822.5,119040501645.0,119040501645,0,119040501645,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,3,0.42857142857142855,"{""NERVOS_DAO"": 3}",7,SUPPORTED,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,2,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwn663qcrflxjdlepuaykc4lruvysm9u5cnn299s
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwnc9ceapkm570d4tw3dmexkeugzrq3csc0gs9nv
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,2,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1-10,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwnhlwsqsuaamasq67hkradh86zn03wjxchygspe
,1002976951982,1002976951982,502911407297.0,30089308559460,0,30089308559460,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,465,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,201-500,0,0.0,{},195,PARTIAL,0.5,2.820111964470926,0.6333333333333333,4.582118926162055,14,SUPPORTED,0.7138347576027655,0.8605688026309323,0.10228219448861028,1124,1.227871595863791,88476.96551724138,1124,108638.35284684076,0.034482758620689655,30,0.46238735281934323,0.20660072775539753,SUPPORTED,0.5,0.0,0.0,0.0,0.0,10,2,0.5,1,5,1.5,0.8196289404987005,0.5,SUPPORTED,30,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwnla5w93964qlqcwaaeessdsk4h5pzkfs2f0ehn
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwpcd535qtqw2pdwmaxkyeevw02nhxes8sh82574
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,2,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1-10,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwptl5lfhh0q8z7c60wgs5nvs0n0n7mlespa5ef4
,30395288683.34682,30296068188.364162,59457878955,15775154826657,-51495436896,15723659389761,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},1516,PARTIAL,0.5009633911368016,4.103859894214708,0.8188824662813102,7.219709169798877,128,SUPPORTED,0.9933794807319272,0.9947571776093911,0.09493695849960092,2818.5,1.2097908193051745,4993.667953667954,2818.5,6041.293645005948,0.0,519,0.3900586281921875,0.06814931369520431,SUPPORTED,0.04238921001926782,0.0,0.0,0.0,0.0,4,2,0.49903660886319845,1,1.4219653179190752,1.4990366088631986,0.7011236075971732,0.5009633911368016,SUPPORTED,519,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwpyugm7a4wtc5tphl0lwzjhcf9fu2l0ksdaezkc
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,75,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,51-200,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwq58dc707p97auarsgdf6vp07f84t7htgv294a8
,452657867502.5517,160594624931.89655,856287427780.0,26254156315148,-16939668069098,9314488246050,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},377,PARTIAL,0.5,3.428990497563786,0.5,5.832890014164742,30,SUPPORTED,0.391373470388824,0.9937846472611536,0.01579158428206573,1103,1.0320899192282287,43905.36842105263,1103,45314.288147369836,0.03508771929824561,58,0.4233846557977095,0.0873309487699032,SUPPORTED,0.0,0.0,0.0,0.0,0.0,1,10,0.5,5.327586206896552,1,5.5,0.9241113353410133,0.5,SUPPORTED,58,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwq5jlc6p7y2g7c59emwef66z5dc02m36sq3vsmj
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,bot_like,3720,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1001-5000,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwqkl23ey6ndp7q5vss36xfjhnq3pwnmjsqhs3p2
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,4,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1-10,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwqtu9rn68fnphe357676rja9jd45x8zys2eetzw
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,2,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,1-10,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwqupqxkgplmfy3asuqdu9cmalk9rtnzvsfzlksx
,45323003572881,45323003572881,90646007145762.0,90646007145762,0,90646007145762,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},22,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,2,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwr3fzgs5ke9hg0gwzu6qhd7kxwj6e7t6sy7j449
,0,6499999886345,6499999886345,0,6499999886345,6499999886345,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,2,0.5,"{""NERVOS_DAO"": 2}",4,SUPPORTED,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwr42a6hutw02a36n99zxzk9cdg8epdr4skkl97l
,0,2414899890000,2414899890000,0,2414899890000,2414899890000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},3,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwrcse92s9lm5u09npr6uwhgsr0tk6scdsxn0pul
,5660513958.709382,128920082852.93135,92281063227,2473644599956,53864431606775,56338076206731,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},2520,PARTIAL,0.020594965675057208,7.9153716357134885,0.4622425629290618,8.759010012850322,297,SUPPORTED,0.9744163244982229,0.9738240468055965,0.4922920014058718,3557,2.9392721909800743,6033.305361305362,3557,17733.52666817584,0.07925407925407925,437,0.7070595218371405,0.026944545888731217,SUPPORTED,0.4279176201372998,0.0,0.0,0.0,0.0,10,2,1.5926773455377574,1,3.864988558352403,1.9016018306636155,0.6524807015052826,0.40045766590389015,SUPPORTED,437,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwrn48zffgqgctt2netwvhcdn3pnznxceg9lhd3j
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqws4ht929m5xlwe9mt6v2z880w4qu83jnqjxy7yv
,0,0,0,0,0,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,1.0,SUPPORTED,ckb-transparent-rules-v1,unknown,0,0.0,{},319,PARTIAL,0.034482758620689655,4.857980995127572,0.0,4.807354922057605,29,SUPPORTED,-0.0,0.9982621467496696,-0.6961213772902893,86404.0,0.179160894248727,89487.21428571429,86404.0,16032.60933525603,0.9642857142857143,29,0.9998321977755678,0.999996039375992,SUPPORTED,0.0,0.0,0.0,0.0,0.0,1,10,1,10,1,10,0.0,1.0,SUPPORTED,29,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqws78vs7l7djw5jpvttxpe6semy4fzarecvme860
,393000230900000,393000230900000,823000629800000.0,11790006927000000,0,11790006927000000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,760,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,501-1000,0,0.0,{},77,PARTIAL,0.5,2.886778631137593,0.5666666666666667,4.720049960644813,15,SUPPORTED,0.8120527546761841,0.8310009345984394,0.34450583768991927,984,2.0511331984279404,69754.41379310345,984,143075.59386791431,0.034482758620689655,30,0.45678768267945113,0.10464418897144404,SUPPORTED,0.0,0.0,0.0,0.0,0.0,1,3,0.5,1.0666666666666667,1,1.5666666666666667,0.8096436052541137,0.5,SUPPORTED,30,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwsaytgethft2tx90hfcvmpazn02dmhyacz9xtxp
,410879141700000,379889241593500,30989900106500,410879141700000,-30989900106500,379889241593500,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},4,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwtjgqcuyekuh50hv2gp447rx6mwzxvlwgm4j8vz
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,bot_like,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwtmkeze0klqfy7uxz5qt0jlq5ru5803tqxjnzm3
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwtrv4yvp4w4ujz0cxgp29tc0nuug4c5cs3ltm8j
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwu20nshpqgcg45hh2zla8uxjmyxxma63ca9emrw
