component,max,mean,median,min,p01,p05,p25,p75,p95,p99,std
PC1,3.908308838571852,4.98626481235158e-16,-0.13130065313051975,-7.703772677086415,-5.901504984565349,-3.7575593220911987,-0.7984656561553916,0.8948334875646922,3.785214601882,3.9053934516925493,2.1133903151709883
PC2,2.234756603612625,5.5402942359462e-17,0.48011074289508726,-4.892929184119104,-3.763038287808149,-2.726681279360423,-1.4137301019476063,1.1204562085468337,1.703267867705147,1.9666428231100723,1.4626510258803223
PC3,2.459469252839196,7.617904574426025e-17,0.14335753832372086,-2.9603549165202456,-2.6948473690480834,-2.20772658351678,-0.9566210884052153,0.7247287619758124,2.0961729532631685,2.2329346687466867,1.2776170369001465
PC4,2.5033069658567486,9.69551491290585e-17,-0.11727985749471866,-2.10904164120075,-1.5269728468383577,-1.1936582629789512,-0.8464443544856912,0.8964152419666389,1.450114422824528,2.0730117689691645,0.9545598112374293
PC5,2.677378913818223,1.0388051692399125e-17,-0.17586558991957854,-3.013080157856755,-1.678561621525162,-1.0466114900604648,-0.6123637543702738,0.50946370923532,1.539564434201065,1.97850694396457,0.8506681118373144
